Q,I,K,lambda,C,#1num_cols,#1accuracy,#1precision,#1recall,#1f-score,#1time,#2num_cols,#2accuracy,#2precision,#2recall,#2f-score,#2time,#3num_cols,#3accuracy,#3precision,#3recall,#3f-score,#3time
100,20,9,0.50000,0.99000,45,0.88934,0.90411,0.76744,0.83019,207.16604s,47,0.86093,0.86842,0.67347,0.75862,174.89428s,41,1.00000,1.00000,1.00000,1.00000,63.03007s
100,20,12,0.00000,0.97000,60,0.91393,0.90123,0.84884,0.87425,358.40472s,51,0.86755,0.87179,0.69388,0.77273,302.66546s,57,1.00000,1.00000,1.00000,1.00000,122.10472s
100,20,12,0.00000,0.98000,64,0.92213,0.91358,0.86047,0.88623,360.49299s,57,0.90066,0.90476,0.77551,0.83516,304.00279s,57,1.00000,1.00000,1.00000,1.00000,121.30021s
100,20,12,0.00000,0.99000,80,0.91803,0.91250,0.84884,0.87952,361.36116s,70,0.92715,0.95238,0.81633,0.87912,306.18280s,58,1.00000,1.00000,1.00000,1.00000,120.79910s
100,20,12,0.20000,0.97000,38,0.87705,0.91176,0.72093,0.80519,340.25903s,32,0.85430,0.84615,0.67347,0.75000,288.16687s,39,1.00000,1.00000,1.00000,1.00000,107.22107s
100,20,12,0.20000,0.98000,44,0.88115,0.88000,0.76744,0.81988,342.34731s,47,0.86755,0.87179,0.69388,0.77273,289.53221s,40,1.00000,1.00000,1.00000,1.00000,107.83842s
100,20,12,0.20000,0.99000,59,0.89754,0.89610,0.80233,0.84663,340.23391s,58,0.92715,0.95238,0.81633,0.87912,288.91002s,43,1.00000,1.00000,1.00000,1.00000,106.29863s
100,20,12,0.50000,0.97000,22,0.83607,0.82857,0.67442,0.74359,321.24427s,24,0.83444,0.83333,0.61224,0.70588,275.67627s,34,1.00000,1.00000,1.00000,1.00000,106.95267s
100,20,12,0.50000,0.98000,36,0.86475,0.89552,0.69767,0.78431,340.74971s,34,0.84768,0.86111,0.63265,0.72941,287.30406s,41,1.00000,1.00000,1.00000,1.00000,107.63551s
100,20,12,0.50000,0.99000,45,0.88934,0.90411,0.76744,0.83019,342.15710s,47,0.86093,0.86842,0.67347,0.75862,290.08694s,41,1.00000,1.00000,1.00000,1.00000,107.63025s
100,20,15,0.00000,0.97000,61,0.91803,0.90244,0.86047,0.88095,529.90080s,52,0.86755,0.87179,0.69388,0.77273,450.60809s,57,1.00000,1.00000,1.00000,1.00000,177.33681s
100,20,15,0.00000,0.98000,62,0.92213,0.91358,0.86047,0.88623,530.99751s,57,0.90066,0.90476,0.77551,0.83516,449.62047s,57,1.00000,1.00000,1.00000,1.00000,177.43699s
100,20,15,0.00000,0.99000,80,0.91803,0.91250,0.84884,0.87952,534.89138s,70,0.92715,0.95238,0.81633,0.87912,456.45409s,58,1.00000,1.00000,1.00000,1.00000,177.32763s
100,20,15,0.20000,0.97000,38,0.87705,0.91176,0.72093,0.80519,508.16174s,32,0.85430,0.84615,0.67347,0.75000,432.85397s,39,1.00000,1.00000,1.00000,1.00000,162.18160s
100,20,15,0.20000,0.98000,44,0.88115,0.88000,0.76744,0.81988,516.58669s,47,0.86755,0.87179,0.69388,0.77273,438.83424s,40,1.00000,1.00000,1.00000,1.00000,164.42227s
100,20,15,0.20000,0.99000,59,0.89754,0.89610,0.80233,0.84663,513.23827s,58,0.90728,0.90698,0.79592,0.84783,433.88962s,43,1.00000,1.00000,1.00000,1.00000,161.82875s
100,20,15,0.50000,0.97000,22,0.83607,0.82857,0.67442,0.74359,487.47171s,24,0.83444,0.83333,0.61224,0.70588,417.55679s,34,1.00000,1.00000,1.00000,1.00000,162.02382s
100,20,15,0.50000,0.98000,36,0.86475,0.89552,0.69767,0.78431,511.20172s,34,0.84768,0.86111,0.63265,0.72941,432.32965s,41,1.00000,1.00000,1.00000,1.00000,163.27188s
100,20,15,0.50000,0.99000,45,0.88934,0.90411,0.76744,0.83019,517.06851s,47,0.86093,0.86842,0.67347,0.75862,440.41419s,41,1.00000,1.00000,1.00000,1.00000,166.51952s
100,20,18,0.00000,0.97000,59,0.91393,0.90123,0.84884,0.87425,742.22405s,52,0.86755,0.87179,0.69388,0.77273,633.80761s,57,1.00000,1.00000,1.00000,1.00000,243.72210s
100,20,18,0.00000,0.98000,63,0.92213,0.91358,0.86047,0.88623,741.26496s,57,0.90066,0.90476,0.77551,0.83516,631.16103s,57,1.00000,1.00000,1.00000,1.00000,241.78383s
100,20,18,0.00000,0.99000,80,0.91803,0.91250,0.84884,0.87952,746.79550s,70,0.92715,0.95238,0.81633,0.87912,638.42876s,58,1.00000,1.00000,1.00000,1.00000,242.03465s
100,20,18,0.20000,0.97000,38,0.87705,0.91176,0.72093,0.80519,729.44199s,32,0.85430,0.84615,0.67347,0.75000,617.07955s,39,1.00000,1.00000,1.00000,1.00000,235.25081s
100,20,18,0.20000,0.98000,44,0.88115,0.88000,0.76744,0.81988,732.38854s,47,0.86755,0.87179,0.69388,0.77273,616.77108s,40,1.00000,1.00000,1.00000,1.00000,233.74489s
100,20,18,0.20000,0.99000,59,0.89754,0.89610,0.80233,0.84663,726.95396s,58,0.92715,0.95238,0.81633,0.87912,615.01930s,43,1.00000,1.00000,1.00000,1.00000,233.84205s
100,20,18,0.50000,0.97000,22,0.83607,0.82857,0.67442,0.74359,712.06203s,24,0.83444,0.83333,0.61224,0.70588,607.90461s,34,1.00000,1.00000,1.00000,1.00000,231.85088s
100,20,18,0.50000,0.98000,36,0.86475,0.89552,0.69767,0.78431,734.43692s,34,0.84768,0.86111,0.63265,0.72941,619.87748s,41,1.00000,1.00000,1.00000,1.00000,235.53174s
100,20,18,0.50000,0.99000,45,0.88934,0.90411,0.76744,0.83019,734.73676s,47,0.86093,0.86842,0.67347,0.75862,623.94213s,41,1.00000,1.00000,1.00000,1.00000,235.73503s
150,10,3,0.00000,0.97000,80,0.91393,0.90123,0.84884,0.87425,75.95344s,64,0.91391,0.89130,0.83673,0.86316,61.36202s,56,1.00000,1.00000,1.00000,1.00000,25.36484s
150,10,3,0.00000,0.98000,68,0.91393,0.90123,0.84884,0.87425,72.61527s,64,0.91391,0.90909,0.81633,0.86022,62.80848s,57,1.00000,1.00000,1.00000,1.00000,25.54499s
150,10,3,0.00000,0.99000,85,0.93033,0.93671,0.86047,0.89697,78.20637s,69,0.92715,0.95238,0.81633,0.87912,64.61008s,61,1.00000,1.00000,1.00000,1.00000,26.28807s
150,10,3,0.20000,0.97000,38,0.87705,0.91176,0.72093,0.80519,54.01428s,34,0.86093,0.85000,0.69388,0.76404,43.86191s,44,1.00000,1.00000,1.00000,1.00000,11.35810s
150,10,3,0.20000,0.98000,49,0.89754,0.89610,0.80233,0.84663,55.41474s,47,0.86755,0.87179,0.69388,0.77273,44.92675s,45,1.00000,1.00000,1.00000,1.00000,11.19850s
150,10,3,0.20000,0.99000,59,0.89754,0.89610,0.80233,0.84663,55.90124s,63,0.92715,0.93182,0.83673,0.88172,46.32111s,44,1.00000,1.00000,1.00000,1.00000,11.35909s
150,10,3,0.50000,0.97000,22,0.83607,0.82857,0.67442,0.74359,27.66478s,26,0.83444,0.83333,0.61224,0.70588,30.55413s,38,1.00000,1.00000,1.00000,1.00000,10.92834s
150,10,3,0.50000,0.98000,36,0.86475,0.89552,0.69767,0.78431,53.55212s,36,0.84768,0.86111,0.63265,0.72941,43.73726s,41,1.00000,1.00000,1.00000,1.00000,11.35237s
150,10,3,0.50000,0.99000,45,0.88934,0.90411,0.76744,0.83019,56.05403s,53,0.89404,0.88372,0.77551,0.82609,45.09013s,42,1.00000,1.00000,1.00000,1.00000,11.38143s
150,10,6,0.00000,0.97000,65,0.90984,0.88095,0.86047,0.87059,109.91722s,62,0.91391,0.89130,0.83673,0.86316,94.93442s,56,1.00000,1.00000,1.00000,1.00000,37.64236s
150,10,6,0.00000,0.98000,65,0.91803,0.91250,0.84884,0.87952,111.39377s,66,0.90728,0.90698,0.79592,0.84783,97.01563s,58,1.00000,1.00000,1.00000,1.00000,39.45608s
150,10,6,0.00000,0.99000,86,0.93033,0.93671,0.86047,0.89697,115.97822s,70,0.92715,0.95238,0.81633,0.87912,97.22097s,60,1.00000,1.00000,1.00000,1.00000,40.10643s
150,10,6,0.20000,0.97000,38,0.87705,0.91176,0.72093,0.80519,93.74195s,35,0.86093,0.85000,0.69388,0.76404,76.41226s,44,1.00000,1.00000,1.00000,1.00000,23.91972s
150,10,6,0.20000,0.98000,49,0.89754,0.89610,0.80233,0.84663,93.68757s,47,0.86755,0.87179,0.69388,0.77273,76.90882s,45,1.00000,1.00000,1.00000,1.00000,23.75902s
150,10,6,0.20000,0.99000,59,0.89754,0.89610,0.80233,0.84663,94.73123s,64,0.92715,0.93182,0.83673,0.88172,79.02597s,44,1.00000,1.00000,1.00000,1.00000,24.09258s
150,10,6,0.50000,0.97000,22,0.83607,0.82857,0.67442,0.74359,65.49786s,27,0.83444,0.83333,0.61224,0.70588,62.12016s,38,1.00000,1.00000,1.00000,1.00000,23.63609s
150,10,6,0.50000,0.98000,36,0.86475,0.89552,0.69767,0.78431,91.51454s,38,0.84768,0.86111,0.63265,0.72941,75.85648s,41,1.00000,1.00000,1.00000,1.00000,23.99545s
150,10,6,0.50000,0.99000,45,0.88934,0.90411,0.76744,0.83019,94.48838s,53,0.89404,0.88372,0.77551,0.82609,77.99882s,42,1.00000,1.00000,1.00000,1.00000,24.34929s
150,10,9,0.00000,0.97000,66,0.90574,0.87952,0.84884,0.86391,176.97906s,62,0.91391,0.89130,0.83673,0.86316,150.58061s,58,1.00000,1.00000,1.00000,1.00000,60.10444s
150,10,9,0.00000,0.98000,66,0.91803,0.91250,0.84884,0.87952,180.34761s,66,0.90728,0.90698,0.79592,0.84783,154.72038s,58,1.00000,1.00000,1.00000,1.00000,60.13953s
150,10,9,0.00000,0.99000,86,0.93033,0.93671,0.86047,0.89697,185.40909s,70,0.92715,0.95238,0.81633,0.87912,153.46121s,60,1.00000,1.00000,1.00000,1.00000,61.20643s
150,10,9,0.20000,0.97000,38,0.87705,0.91176,0.72093,0.80519,159.45012s,35,0.86093,0.85000,0.69388,0.76404,133.07420s,44,1.00000,1.00000,1.00000,1.00000,46.00749s
150,10,9,0.20000,0.98000,49,0.89754,0.89610,0.80233,0.84663,161.50348s,47,0.86755,0.87179,0.69388,0.77273,135.70041s,45,1.00000,1.00000,1.00000,1.00000,46.38170s
150,10,9,0.20000,0.99000,59,0.89754,0.89610,0.80233,0.84663,161.16643s,63,0.92715,0.93182,0.83673,0.88172,136.57296s,44,1.00000,1.00000,1.00000,1.00000,45.90759s
150,10,9,0.50000,0.97000,22,0.83607,0.82857,0.67442,0.74359,132.98925s,27,0.83444,0.83333,0.61224,0.70588,120.05302s,38,1.00000,1.00000,1.00000,1.00000,46.10033s
150,10,9,0.50000,0.98000,36,0.86475,0.89552,0.69767,0.78431,157.46476s,38,0.84768,0.86111,0.63265,0.72941,132.71490s,41,1.00000,1.00000,1.00000,1.00000,45.85785s
150,10,9,0.50000,0.99000,45,0.88934,0.90411,0.76744,0.83019,161.01005s,53,0.89404,0.88372,0.77551,0.82609,135.25033s,42,1.00000,1.00000,1.00000,1.00000,46.36805s
150,10,12,0.00000,0.97000,64,0.90984,0.88095,0.86047,0.87059,273.96498s,63,0.91391,0.89130,0.83673,0.86316,232.51964s,54,1.00000,1.00000,1.00000,1.00000,90.87808s
150,10,12,0.00000,0.98000,66,0.91803,0.91250,0.84884,0.87952,274.96571s,65,0.91391,0.90909,0.81633,0.86022,233.33933s,58,1.00000,1.00000,1.00000,1.00000,90.93818s
150,10,12,0.00000,0.99000,86,0.93033,0.93671,0.86047,0.89697,279.63945s,70,0.92715,0.95238,0.81633,0.87912,234.27121s,60,1.00000,1.00000,1.00000,1.00000,91.66840s
150,10,12,0.20000,0.97000,38,0.87705,0.91176,0.72093,0.80519,254.34188s,35,0.86093,0.85000,0.69388,0.76404,214.99138s,44,1.00000,1.00000,1.00000,1.00000,77.79648s
150,10,12,0.20000,0.98000,49,0.89754,0.89610,0.80233,0.84663,255.21888s,47,0.86755,0.87179,0.69388,0.77273,214.27264s,45,1.00000,1.00000,1.00000,1.00000,77.19483s
150,10,12,0.20000,0.99000,59,0.89754,0.89610,0.80233,0.84663,258.87774s,64,0.92715,0.93182,0.83673,0.88172,219.77846s,44,1.00000,1.00000,1.00000,1.00000,78.43578s
150,10,12,0.50000,0.97000,22,0.83607,0.82857,0.67442,0.74359,228.02281s,27,0.83444,0.83333,0.61224,0.70588,200.10438s,38,1.00000,1.00000,1.00000,1.00000,77.25417s
150,10,12,0.50000,0.98000,36,0.86475,0.89552,0.69767,0.78431,255.18952s,38,0.84768,0.86111,0.63265,0.72941,215.89676s,41,1.00000,1.00000,1.00000,1.00000,77.90261s
150,10,12,0.50000,0.99000,45,0.88934,0.90411,0.76744,0.83019,253.52663s,53,0.89404,0.88372,0.77551,0.82609,214.18012s,42,1.00000,1.00000,1.00000,1.00000,76.34954s
150,10,15,0.00000,0.97000,66,0.90574,0.87952,0.84884,0.86391,398.17266s,62,0.91391,0.89130,0.83673,0.86316,339.06467s,58,1.00000,1.00000,1.00000,1.00000,133.97546s
150,10,15,0.00000,0.98000,67,0.91803,0.91250,0.84884,0.87952,396.95201s,65,0.91391,0.90909,0.81633,0.86022,338.81464s,58,1.00000,1.00000,1.00000,1.00000,132.31542s
150,10,15,0.00000,0.99000,86,0.93033,0.93671,0.86047,0.89697,402.43959s,70,0.92715,0.95238,0.81633,0.87912,339.05104s,60,1.00000,1.00000,1.00000,1.00000,132.05793s
150,10,15,0.20000,0.97000,38,0.87705,0.91176,0.72093,0.80519,379.95939s,35,0.86093,0.85000,0.69388,0.76404,319.25018s,44,1.00000,1.00000,1.00000,1.00000,117.79952s
150,10,15,0.20000,0.98000,49,0.89754,0.89610,0.80233,0.84663,381.52916s,47,0.86755,0.87179,0.69388,0.77273,324.34908s,45,1.00000,1.00000,1.00000,1.00000,120.27462s
150,10,15,0.20000,0.99000,59,0.89754,0.89610,0.80233,0.84663,382.00050s,64,0.92715,0.95238,0.81633,0.87912,325.40232s,44,1.00000,1.00000,1.00000,1.00000,119.69748s
150,10,15,0.50000,0.97000,22,0.83607,0.82857,0.67442,0.74359,352.59878s,27,0.83444,0.83333,0.61224,0.70588,306.30642s,38,1.00000,1.00000,1.00000,1.00000,118.39850s
150,10,15,0.50000,0.98000,36,0.86475,0.89552,0.69767,0.78431,379.77267s,38,0.84768,0.86111,0.63265,0.72941,321.78347s,41,1.00000,1.00000,1.00000,1.00000,119.69193s
150,10,15,0.50000,0.99000,45,0.88934,0.90411,0.76744,0.83019,377.92895s,53,0.89404,0.88372,0.77551,0.82609,319.48095s,42,1.00000,1.00000,1.00000,1.00000,115.77133s
150,10,18,0.00000,0.97000,64,0.90984,0.88095,0.86047,0.87059,548.65301s,61,0.91391,0.89130,0.83673,0.86316,467.46852s,56,1.00000,1.00000,1.00000,1.00000,182.59114s
150,10,18,0.00000,0.98000,65,0.91803,0.91250,0.84884,0.87952,550.49128s,65,0.91391,0.90909,0.81633,0.86022,471.53859s,59,1.00000,1.00000,1.00000,1.00000,183.16578s
150,10,18,0.00000,0.99000,86,0.93033,0.93671,0.86047,0.89697,550.64254s,70,0.92715,0.95238,0.81633,0.87912,466.25199s,60,1.00000,1.00000,1.00000,1.00000,182.15820s
150,10,18,0.20000,0.97000,38,0.87705,0.91176,0.72093,0.80519,528.97407s,35,0.86093,0.85000,0.69388,0.76404,447.87330s,44,1.00000,1.00000,1.00000,1.00000,168.62514s
150,10,18,0.20000,0.98000,49,0.89754,0.89610,0.80233,0.84663,532.45125s,47,0.86755,0.87179,0.69388,0.77273,452.92297s,45,1.00000,1.00000,1.00000,1.00000,169.21384s
150,10,18,0.20000,0.99000,59,0.89754,0.89610,0.80233,0.84663,536.87016s,64,0.92715,0.93182,0.83673,0.88172,454.90616s,44,1.00000,1.00000,1.00000,1.00000,170.04075s
150,10,18,0.50000,0.97000,22,0.83607,0.82857,0.67442,0.74359,503.06244s,27,0.83444,0.83333,0.61224,0.70588,434.72708s,38,1.00000,1.00000,1.00000,1.00000,165.79005s
150,10,18,0.50000,0.98000,36,0.86475,0.89552,0.69767,0.78431,527.87526s,38,0.84768,0.86111,0.63265,0.72941,449.40860s,41,1.00000,1.00000,1.00000,1.00000,165.72260s
150,10,18,0.50000,0.99000,45,0.88934,0.90411,0.76744,0.83019,529.83412s,53,0.89404,0.88372,0.77551,0.82609,452.83429s,42,1.00000,1.00000,1.00000,1.00000,165.99649s
150,15,3,0.00000,0.97000,80,0.91393,0.90123,0.84884,0.87425,105.40936s,64,0.91391,0.89130,0.83673,0.86316,84.54128s,56,1.00000,1.00000,1.00000,1.00000,31.98128s
150,15,3,0.00000,0.98000,68,0.91393,0.90123,0.84884,0.87425,102.76899s,64,0.91391,0.90909,0.81633,0.86022,88.08964s,57,1.00000,1.00000,1.00000,1.00000,32.01241s
150,15,3,0.00000,0.99000,85,0.93033,0.93671,0.86047,0.89697,107.35579s,69,0.92715,0.95238,0.81633,0.87912,88.50622s,61,1.00000,1.00000,1.00000,1.00000,33.29944s
150,15,3,0.20000,0.97000,38,0.87705,0.91176,0.72093,0.80519,82.78285s,34,0.86093,0.85000,0.69388,0.76404,67.89717s,44,1.00000,1.00000,1.00000,1.00000,17.15848s
150,15,3,0.20000,0.98000,49,0.89754,0.89610,0.80233,0.84663,85.38133s,47,0.86755,0.87179,0.69388,0.77273,69.59688s,45,1.00000,1.00000,1.00000,1.00000,16.94155s
150,15,3,0.20000,0.99000,59,0.89754,0.89610,0.80233,0.84663,85.20733s,63,0.92715,0.93182,0.83673,0.88172,70.24640s,44,1.00000,1.00000,1.00000,1.00000,17.36720s
150,15,3,0.50000,0.97000,22,0.83607,0.82857,0.67442,0.74359,42.58404s,26,0.83444,0.83333,0.61224,0.70588,47.39626s,38,1.00000,1.00000,1.00000,1.00000,16.62780s
150,15,3,0.50000,0.98000,36,0.86475,0.89552,0.69767,0.78431,82.36739s,36,0.84768,0.86111,0.63265,0.72941,67.87218s,41,1.00000,1.00000,1.00000,1.00000,17.00553s
150,15,3,0.50000,0.99000,45,0.88934,0.90411,0.76744,0.83019,85.05641s,53,0.89404,0.88372,0.77551,0.82609,68.69705s,42,1.00000,1.00000,1.00000,1.00000,17.15540s
150,15,6,0.00000,0.97000,65,0.90984,0.88095,0.86047,0.87059,161.10679s,62,0.91391,0.89130,0.83673,0.86316,134.89352s,56,1.00000,1.00000,1.00000,1.00000,50.94346s
150,15,6,0.00000,0.98000,65,0.91803,0.91250,0.84884,0.87952,161.54773s,66,0.90728,0.90698,0.79592,0.84783,137.75406s,58,1.00000,1.00000,1.00000,1.00000,51.92499s
150,15,6,0.00000,0.99000,86,0.93033,0.93671,0.86047,0.89697,166.56332s,70,0.92715,0.95238,0.81633,0.87912,137.59687s,60,1.00000,1.00000,1.00000,1.00000,52.16020s
150,15,6,0.20000,0.97000,38,0.87705,0.91176,0.72093,0.80519,143.56387s,35,0.86093,0.85000,0.69388,0.76404,118.78296s,44,1.00000,1.00000,1.00000,1.00000,36.88465s
150,15,6,0.20000,0.98000,49,0.89754,0.89610,0.80233,0.84663,144.01621s,47,0.86755,0.87179,0.69388,0.77273,118.77906s,45,1.00000,1.00000,1.00000,1.00000,36.58309s
150,15,6,0.20000,0.99000,59,0.89754,0.89610,0.80233,0.84663,146.53315s,64,0.92715,0.93182,0.83673,0.88172,121.40422s,44,1.00000,1.00000,1.00000,1.00000,36.51493s
150,15,6,0.50000,0.97000,22,0.83607,0.82857,0.67442,0.74359,101.59193s,27,0.83444,0.83333,0.61224,0.70588,96.77855s,38,1.00000,1.00000,1.00000,1.00000,36.66454s
150,15,6,0.50000,0.98000,36,0.86475,0.89552,0.69767,0.78431,141.09945s,38,0.84768,0.86111,0.63265,0.72941,117.52262s,41,1.00000,1.00000,1.00000,1.00000,36.55059s
150,15,6,0.50000,0.99000,45,0.88934,0.90411,0.76744,0.83019,143.19824s,53,0.89404,0.88372,0.77551,0.82609,118.65014s,42,1.00000,1.00000,1.00000,1.00000,36.13632s
150,15,9,0.00000,0.97000,66,0.90574,0.87952,0.84884,0.86391,264.28872s,62,0.91391,0.89130,0.83673,0.86316,223.27901s,58,1.00000,1.00000,1.00000,1.00000,86.53716s
150,15,9,0.00000,0.98000,66,0.91803,0.91250,0.84884,0.87952,266.03174s,66,0.90728,0.90698,0.79592,0.84783,225.69903s,58,1.00000,1.00000,1.00000,1.00000,85.54179s
150,15,9,0.00000,0.99000,86,0.93033,0.93671,0.86047,0.89697,271.53896s,70,0.92715,0.95238,0.81633,0.87912,228.28695s,60,1.00000,1.00000,1.00000,1.00000,86.40426s
150,15,9,0.20000,0.97000,38,0.87705,0.91176,0.72093,0.80519,244.03745s,35,0.86093,0.85000,0.69388,0.76404,205.00586s,44,1.00000,1.00000,1.00000,1.00000,70.47574s
150,15,9,0.20000,0.98000,49,0.89754,0.89610,0.80233,0.84663,248.59956s,47,0.86755,0.87179,0.69388,0.77273,208.83859s,45,1.00000,1.00000,1.00000,1.00000,71.77752s
150,15,9,0.20000,0.99000,59,0.89754,0.89610,0.80233,0.84663,248.92987s,63,0.92715,0.93182,0.83673,0.88172,210.46443s,44,1.00000,1.00000,1.00000,1.00000,71.81753s
150,15,9,0.50000,0.97000,22,0.83607,0.82857,0.67442,0.74359,203.00976s,27,0.83444,0.83333,0.61224,0.70588,184.93224s,38,1.00000,1.00000,1.00000,1.00000,70.57040s
150,15,9,0.50000,0.98000,36,0.86475,0.89552,0.69767,0.78431,245.92405s,38,0.84768,0.86111,0.63265,0.72941,206.77725s,41,1.00000,1.00000,1.00000,1.00000,71.10166s
150,15,9,0.50000,0.99000,45,0.88934,0.90411,0.76744,0.83019,246.96197s,53,0.89404,0.88372,0.77551,0.82609,207.54255s,42,1.00000,1.00000,1.00000,1.00000,70.38659s
150,15,12,0.00000,0.97000,64,0.90984,0.88095,0.86047,0.87059,415.03165s,63,0.91391,0.89130,0.83673,0.86316,351.06536s,54,1.00000,1.00000,1.00000,1.00000,134.69461s
150,15,12,0.00000,0.98000,65,0.91803,0.91250,0.84884,0.87952,409.60142s,65,0.91391,0.90909,0.81633,0.86022,352.96899s,58,1.00000,1.00000,1.00000,1.00000,133.23094s
150,15,12,0.00000,0.99000,86,0.93033,0.93671,0.86047,0.89697,416.01957s,70,0.92715,0.95238,0.81633,0.87912,350.37834s,60,1.00000,1.00000,1.00000,1.00000,134.13061s
150,15,12,0.20000,0.97000,38,0.87705,0.91176,0.72093,0.80519,394.26704s,35,0.86093,0.85000,0.69388,0.76404,334.04330s,44,1.00000,1.00000,1.00000,1.00000,121.14566s
150,15,12,0.20000,0.98000,49,0.89754,0.89610,0.80233,0.84663,395.65123s,47,0.86755,0.87179,0.69388,0.77273,333.57820s,45,1.00000,1.00000,1.00000,1.00000,120.00715s
150,15,12,0.20000,0.99000,59,0.89754,0.89610,0.80233,0.84663,394.78807s,64,0.92715,0.93182,0.83673,0.88172,335.46994s,44,1.00000,1.00000,1.00000,1.00000,119.95510s
150,15,12,0.50000,0.97000,22,0.83607,0.82857,0.67442,0.74359,352.36455s,27,0.83444,0.83333,0.61224,0.70588,310.14569s,38,1.00000,1.00000,1.00000,1.00000,118.85809s
150,15,12,0.50000,0.98000,36,0.86475,0.89552,0.69767,0.78431,394.25704s,38,0.84768,0.86111,0.63265,0.72941,331.33450s,41,1.00000,1.00000,1.00000,1.00000,119.02495s
150,15,12,0.50000,0.99000,45,0.88934,0.90411,0.76744,0.83019,395.98265s,53,0.89404,0.88372,0.77551,0.82609,333.22205s,42,1.00000,1.00000,1.00000,1.00000,120.01383s
150,15,15,0.00000,0.97000,66,0.90574,0.87952,0.84884,0.86391,601.83335s,62,0.91391,0.89130,0.83673,0.86316,512.87132s,58,1.00000,1.00000,1.00000,1.00000,197.26213s
150,15,15,0.00000,0.98000,67,0.91803,0.91250,0.84884,0.87952,600.93691s,65,0.91391,0.90909,0.81633,0.86022,512.60762s,58,1.00000,1.00000,1.00000,1.00000,195.34356s
150,15,15,0.00000,0.99000,86,0.93033,0.93671,0.86047,0.89697,610.44647s,70,0.92715,0.95238,0.81633,0.87912,515.46054s,60,1.00000,1.00000,1.00000,1.00000,196.39624s
150,15,15,0.20000,0.97000,38,0.87705,0.91176,0.72093,0.80519,581.95463s,35,0.86093,0.85000,0.69388,0.76404,492.20294s,44,1.00000,1.00000,1.00000,1.00000,182.54738s
150,15,15,0.20000,0.98000,49,0.89754,0.89610,0.80233,0.84663,585.88047s,47,0.86755,0.87179,0.69388,0.77273,497.55500s,45,1.00000,1.00000,1.00000,1.00000,184.78043s
150,15,15,0.20000,0.99000,59,0.89754,0.89610,0.80233,0.84663,585.32344s,64,0.92715,0.95238,0.81633,0.87912,499.03296s,44,1.00000,1.00000,1.00000,1.00000,183.42363s
150,15,15,0.50000,0.97000,22,0.83607,0.82857,0.67442,0.74359,546.66275s,27,0.83444,0.83333,0.61224,0.70588,476.13568s,38,1.00000,1.00000,1.00000,1.00000,181.87610s
150,15,15,0.50000,0.98000,36,0.86475,0.89552,0.69767,0.78431,582.07438s,38,0.84768,0.86111,0.63265,0.72941,489.75451s,41,1.00000,1.00000,1.00000,1.00000,180.85807s
150,15,15,0.50000,0.99000,45,0.88934,0.90411,0.76744,0.83019,590.22334s,53,0.89404,0.88372,0.77551,0.82609,500.10478s,42,1.00000,1.00000,1.00000,1.00000,184.69607s
150,15,18,0.00000,0.97000,64,0.90984,0.88095,0.86047,0.87059,840.70022s,61,0.91391,0.89130,0.83673,0.86316,713.00536s,56,1.00000,1.00000,1.00000,1.00000,274.66478s
150,15,18,0.00000,0.98000,65,0.91803,0.91250,0.84884,0.87952,832.12645s,65,0.91391,0.90909,0.81633,0.86022,707.91080s,59,1.00000,1.00000,1.00000,1.00000,272.08486s
150,15,18,0.00000,0.99000,86,0.93033,0.93671,0.86047,0.89697,845.45921s,70,0.92715,0.95238,0.81633,0.87912,713.00391s,60,1.00000,1.00000,1.00000,1.00000,273.95345s
150,15,18,0.20000,0.97000,38,0.87705,0.91176,0.72093,0.80519,817.66944s,35,0.86093,0.85000,0.69388,0.76404,693.09403s,44,1.00000,1.00000,1.00000,1.00000,260.05833s
150,15,18,0.20000,0.98000,49,0.89754,0.89610,0.80233,0.84663,827.85280s,47,0.86755,0.87179,0.69388,0.77273,702.53891s,45,1.00000,1.00000,1.00000,1.00000,264.51720s
150,15,18,0.20000,0.99000,59,0.89754,0.89610,0.80233,0.84663,825.37115s,64,0.92715,0.93182,0.83673,0.88172,706.03007s,44,1.00000,1.00000,1.00000,1.00000,263.28318s
150,15,18,0.50000,0.97000,22,0.83607,0.82857,0.67442,0.74359,787.61105s,27,0.83444,0.83333,0.61224,0.70588,681.41510s,38,1.00000,1.00000,1.00000,1.00000,262.39648s
150,15,18,0.50000,0.98000,36,0.86475,0.89552,0.69767,0.78431,824.36416s,38,0.84768,0.86111,0.63265,0.72941,699.85726s,41,1.00000,1.00000,1.00000,1.00000,259.17893s
150,15,18,0.50000,0.99000,45,0.88934,0.90411,0.76744,0.83019,826.26441s,53,0.89404,0.88372,0.77551,0.82609,700.70607s,42,1.00000,1.00000,1.00000,1.00000,257.35047s
150,20,3,0.00000,0.97000,80,0.91393,0.90123,0.84884,0.87425,134.67154s,64,0.91391,0.89130,0.83673,0.86316,108.22122s,56,1.00000,1.00000,1.00000,1.00000,37.76958s
150,20,3,0.00000,0.98000,68,0.91393,0.90123,0.84884,0.87425,132.42032s,64,0.91391,0.90909,0.81633,0.86022,109.99244s,57,1.00000,1.00000,1.00000,1.00000,38.78410s
