Q,I,K,C,#1num_cols,#1accuracy,#1precision,#1recall,#1f-score,#1time,#2num_cols,#2accuracy,#2precision,#2recall,#2f-score,#2time,#3num_cols,#3accuracy,#3precision,#3recall,#3f-score,#3time
100,15,18,0.98000,23,0.84016,0.82192,0.69767,0.75472,212.24920s,20,0.83444,0.80000,0.65306,0.71910,186.44998s,26,1.00000,1.00000,1.00000,1.00000,72.54444s
100,15,18,0.99000,33,0.86885,0.84615,0.76744,0.80488,209.83636s,24,0.84768,0.80952,0.69388,0.74725,184.63363s,25,1.00000,1.00000,1.00000,1.00000,71.06717s
100,15,18,0.97000,13,0.79508,0.73077,0.66279,0.69512,205.42894s,10,0.81457,0.72340,0.69388,0.70833,183.16552s,21,1.00000,1.00000,1.00000,1.00000,72.13543s
100,15,18,0.98000,13,0.81967,0.87500,0.56977,0.69014,205.51072s,20,0.85430,0.84615,0.67347,0.75000,184.24981s,21,1.00000,1.00000,1.00000,1.00000,71.50845s
100,15,18,0.99000,24,0.83607,0.81944,0.68605,0.74684,211.19245s,15,0.85430,0.82927,0.69388,0.75556,185.89221s,26,1.00000,1.00000,1.00000,1.00000,71.30175s
100,20,3,0.97000,35,0.86475,0.85333,0.74419,0.79503,22.55730s,34,0.86755,0.85366,0.71429,0.77778,17.77087s,30,1.00000,1.00000,1.00000,1.00000,5.42083s
100,20,3,0.98000,45,0.87705,0.88889,0.74419,0.81013,22.15829s,38,0.91391,0.95000,0.77551,0.85393,17.63928s,29,1.00000,1.00000,1.00000,1.00000,5.43599s
100,20,3,0.99000,47,0.87705,0.87838,0.75581,0.81250,21.88939s,38,0.88742,0.88095,0.75510,0.81319,17.71865s,27,1.00000,1.00000,1.00000,1.00000,5.50588s
100,20,3,0.97000,17,0.82377,0.84127,0.61628,0.71141,13.26175s,21,0.85430,0.86486,0.65306,0.74419,17.65076s,24,1.00000,1.00000,1.00000,1.00000,4.96254s
100,20,3,0.98000,23,0.84016,0.82192,0.69767,0.75472,20.92830s,21,0.84106,0.82051,0.65306,0.72727,17.36083s,26,1.00000,1.00000,1.00000,1.00000,4.93415s
100,20,3,0.99000,33,0.86885,0.84615,0.76744,0.80488,21.20001s,24,0.84768,0.80952,0.69388,0.74725,17.54732s,25,1.00000,1.00000,1.00000,1.00000,4.94823s
100,20,3,0.97000,13,0.79508,0.73077,0.66279,0.69512,10.86175s,10,0.81457,0.72340,0.69388,0.70833,11.78553s,21,1.00000,1.00000,1.00000,1.00000,5.00256s
100,20,3,0.98000,13,0.81967,0.87500,0.56977,0.69014,13.71697s,20,0.85430,0.84615,0.67347,0.75000,16.80329s,20,1.00000,1.00000,1.00000,1.00000,4.94542s
100,20,3,0.99000,24,0.83607,0.81944,0.68605,0.74684,20.85554s,15,0.85430,0.82927,0.69388,0.75556,17.37260s,26,1.00000,1.00000,1.00000,1.00000,5.01830s
100,20,6,0.97000,39,0.86885,0.86486,0.74419,0.80000,42.66821s,33,0.86093,0.85000,0.69388,0.76404,36.18848s,29,1.00000,1.00000,1.00000,1.00000,12.71214s
100,20,6,0.98000,44,0.87705,0.88889,0.74419,0.81013,43.40523s,37,0.91391,0.95000,0.77551,0.85393,36.68558s,30,1.00000,1.00000,1.00000,1.00000,12.92362s
100,20,6,0.99000,47,0.87705,0.87838,0.75581,0.81250,43.51054s,38,0.88742,0.88095,0.75510,0.81319,36.60774s,27,1.00000,1.00000,1.00000,1.00000,12.78313s
100,20,6,0.97000,17,0.82377,0.84127,0.61628,0.71141,35.06871s,21,0.85430,0.86486,0.65306,0.74419,35.78979s,24,1.00000,1.00000,1.00000,1.00000,12.23675s
100,20,6,0.98000,23,0.84016,0.82192,0.69767,0.75472,44.66078s,20,0.83444,0.80000,0.65306,0.71910,36.29401s,26,1.00000,1.00000,1.00000,1.00000,12.36385s
100,20,6,0.99000,33,0.86885,0.84615,0.76744,0.80488,42.72334s,24,0.84768,0.80952,0.69388,0.74725,36.65037s,25,1.00000,1.00000,1.00000,1.00000,12.18796s
100,20,6,0.97000,13,0.79508,0.73077,0.66279,0.69512,31.92102s,10,0.81457,0.72340,0.69388,0.70833,30.37747s,21,1.00000,1.00000,1.00000,1.00000,12.43481s
100,20,6,0.98000,13,0.81967,0.87500,0.56977,0.69014,34.96650s,20,0.85430,0.84615,0.67347,0.75000,36.50716s,20,1.00000,1.00000,1.00000,1.00000,12.62934s
100,20,6,0.99000,24,0.83607,0.81944,0.68605,0.74684,42.23092s,15,0.85430,0.82927,0.69388,0.75556,40.55280s,26,1.00000,1.00000,1.00000,1.00000,12.52516s
100,20,9,0.97000,39,0.86885,0.86486,0.74419,0.80000,93.59599s,31,0.86093,0.85000,0.69388,0.76404,77.22239s,29,1.00000,1.00000,1.00000,1.00000,24.47161s
100,20,9,0.98000,45,0.87705,0.88889,0.74419,0.81013,93.62777s,37,0.91391,0.95000,0.77551,0.85393,76.91627s,30,1.00000,1.00000,1.00000,1.00000,24.84459s
100,20,9,0.99000,47,0.87705,0.87838,0.75581,0.81250,94.79332s,38,0.88742,0.88095,0.75510,0.81319,76.64203s,27,1.00000,1.00000,1.00000,1.00000,25.33108s
100,20,9,0.97000,17,0.82377,0.84127,0.61628,0.71141,74.37916s,21,0.85430,0.86486,0.65306,0.74419,68.01470s,24,1.00000,1.00000,1.00000,1.00000,24.47454s
100,20,9,0.98000,23,0.84016,0.82192,0.69767,0.75472,80.96900s,20,0.83444,0.80000,0.65306,0.71910,69.18308s,26,1.00000,1.00000,1.00000,1.00000,25.48087s
100,20,9,0.99000,33,0.86885,0.84615,0.76744,0.80488,82.11527s,24,0.84768,0.80952,0.69388,0.74725,68.93939s,25,1.00000,1.00000,1.00000,1.00000,25.35510s
100,20,9,0.97000,13,0.79508,0.73077,0.66279,0.69512,69.50820s,10,0.81457,0.72340,0.69388,0.70833,63.68981s,21,1.00000,1.00000,1.00000,1.00000,25.63230s
100,20,9,0.98000,13,0.81967,0.87500,0.56977,0.69014,71.42536s,20,0.85430,0.84615,0.67347,0.75000,67.93383s,20,1.00000,1.00000,1.00000,1.00000,25.11682s
100,20,9,0.99000,24,0.83607,0.81944,0.68605,0.74684,78.82785s,15,0.85430,0.82927,0.69388,0.75556,68.86680s,26,1.00000,1.00000,1.00000,1.00000,25.51109s
100,20,12,0.97000,41,0.86475,0.85333,0.74419,0.79503,133.35700s,31,0.86093,0.85000,0.69388,0.76404,115.93604s,29,1.00000,1.00000,1.00000,1.00000,44.17924s
100,20,12,0.98000,44,0.87705,0.88889,0.74419,0.81013,134.10405s,37,0.91391,0.95000,0.77551,0.85393,116.87873s,30,1.00000,1.00000,1.00000,1.00000,44.74528s
100,20,12,0.99000,48,0.87705,0.87838,0.75581,0.81250,135.12277s,38,0.88742,0.88095,0.75510,0.81319,117.23134s,27,1.00000,1.00000,1.00000,1.00000,44.76535s
100,20,12,0.97000,17,0.82377,0.84127,0.61628,0.71141,125.03758s,21,0.85430,0.86486,0.65306,0.74419,113.95801s,24,1.00000,1.00000,1.00000,1.00000,42.73080s
100,20,12,0.98000,23,0.84016,0.82192,0.69767,0.75472,132.07800s,20,0.83444,0.80000,0.65306,0.71910,116.13455s,26,1.00000,1.00000,1.00000,1.00000,43.33590s
100,20,12,0.99000,33,0.86885,0.84615,0.76744,0.80488,132.03809s,24,0.84768,0.80952,0.69388,0.74725,115.42340s,25,1.00000,1.00000,1.00000,1.00000,43.44167s
100,20,12,0.97000,13,0.79508,0.73077,0.66279,0.69512,122.24715s,10,0.81457,0.72340,0.69388,0.70833,110.13007s,21,1.00000,1.00000,1.00000,1.00000,43.79285s
