Q,I,K,lambda,C,#1num_cols,#1accuracy,#1precision,#1recall,#1f-score,#1time,#2num_cols,#2accuracy,#2precision,#2recall,#2f-score,#2time,#3num_cols,#3accuracy,#3precision,#3recall,#3f-score,#3time
100,15,3,0.50000,0.99000,17,0.83607,0.80263,0.70930,0.75309,8.15216s,19,0.84106,0.82051,0.65306,0.72727,6.70408s,16,0.94737,1.00000,0.83333,0.90909,2.16197s
100,15,6,0.00000,0.97000,29,0.87705,0.91176,0.72093,0.80519,16.84755s,23,0.86093,0.85000,0.69388,0.76404,14.10808s,22,1.00000,1.00000,1.00000,1.00000,6.13215s
100,15,6,0.00000,0.98000,30,0.87705,0.91176,0.72093,0.80519,16.87216s,26,0.86093,0.85000,0.69388,0.76404,14.15727s,22,1.00000,1.00000,1.00000,1.00000,6.09783s
100,15,6,0.00000,0.99000,30,0.87705,0.91176,0.72093,0.80519,16.99138s,29,0.86755,0.85366,0.71429,0.77778,14.31858s,23,1.00000,1.00000,1.00000,1.00000,6.15988s
100,15,6,0.20000,0.97000,15,0.83607,0.85938,0.63953,0.73333,15.73536s,13,0.83444,0.90000,0.55102,0.68354,12.04315s,19,0.94737,1.00000,0.83333,0.90909,6.07781s
100,15,6,0.20000,0.98000,22,0.85246,0.86765,0.68605,0.76623,16.77152s,17,0.84768,0.84211,0.65306,0.73563,14.06881s,19,0.94737,1.00000,0.83333,0.90909,5.98225s
100,15,6,0.20000,0.99000,25,0.87705,0.88889,0.74419,0.81013,16.94117s,17,0.86093,0.85000,0.69388,0.76404,14.18137s,22,1.00000,1.00000,1.00000,1.00000,6.14685s
100,15,6,0.50000,0.97000,15,0.84426,0.86364,0.66279,0.75000,13.25286s,9,0.78146,0.69048,0.59184,0.63736,10.71816s,18,0.94737,1.00000,0.83333,0.90909,6.05853s
100,15,6,0.50000,0.98000,18,0.84016,0.82192,0.69767,0.75472,16.76711s,12,0.85430,0.86486,0.65306,0.74419,12.02397s,18,0.94737,1.00000,0.83333,0.90909,6.13935s
100,15,6,0.50000,0.99000,17,0.83607,0.80263,0.70930,0.75309,16.78225s,19,0.84106,0.82051,0.65306,0.72727,14.19052s,16,0.94737,1.00000,0.83333,0.90909,6.12690s
100,15,9,0.00000,0.97000,28,0.87705,0.90000,0.73256,0.80769,32.13636s,23,0.86093,0.85000,0.69388,0.76404,27.39315s,22,1.00000,1.00000,1.00000,1.00000,12.96852s
100,15,9,0.00000,0.98000,29,0.87705,0.91176,0.72093,0.80519,32.31079s,26,0.86093,0.85000,0.69388,0.76404,27.24643s,22,1.00000,1.00000,1.00000,1.00000,12.90697s
100,15,9,0.00000,0.99000,29,0.87705,0.91176,0.72093,0.80519,32.23087s,29,0.86755,0.85366,0.71429,0.77778,27.20458s,22,1.00000,1.00000,1.00000,1.00000,12.95003s
100,15,9,0.20000,0.97000,15,0.83607,0.85938,0.63953,0.73333,30.56255s,13,0.83444,0.90000,0.55102,0.68354,24.96761s,19,0.94737,1.00000,0.83333,0.90909,12.71009s
100,15,9,0.20000,0.98000,22,0.85246,0.86765,0.68605,0.76623,31.90911s,17,0.84768,0.84211,0.65306,0.73563,27.25639s,19,0.94737,1.00000,0.83333,0.90909,12.70782s
100,15,9,0.20000,0.99000,25,0.87705,0.88889,0.74419,0.81013,31.92175s,17,0.86093,0.85000,0.69388,0.76404,27.04259s,22,1.00000,1.00000,1.00000,1.00000,12.90154s
100,15,9,0.50000,0.97000,15,0.84426,0.86364,0.66279,0.75000,28.76634s,9,0.78146,0.69048,0.59184,0.63736,23.95921s,18,0.94737,1.00000,0.83333,0.90909,13.10453s
100,15,9,0.50000,0.98000,18,0.84016,0.82192,0.69767,0.75472,31.78518s,12,0.85430,0.86486,0.65306,0.74419,25.02531s,18,0.94737,1.00000,0.83333,0.90909,12.89663s
100,15,9,0.50000,0.99000,17,0.83607,0.80263,0.70930,0.75309,32.19558s,19,0.84106,0.82051,0.65306,0.72727,27.34033s,16,0.94737,1.00000,0.83333,0.90909,12.93646s
100,15,12,0.00000,0.97000,29,0.87705,0.91176,0.72093,0.80519,53.30584s,23,0.86093,0.85000,0.69388,0.76404,45.75259s,22,1.00000,1.00000,1.00000,1.00000,22.56674s
100,15,12,0.00000,0.98000,29,0.87705,0.90000,0.73256,0.80769,53.83397s,26,0.86093,0.85000,0.69388,0.76404,46.11880s,22,1.00000,1.00000,1.00000,1.00000,22.62951s
100,15,12,0.00000,0.99000,30,0.87705,0.91176,0.72093,0.80519,53.72862s,29,0.86755,0.85366,0.71429,0.77778,46.14387s,22,1.00000,1.00000,1.00000,1.00000,22.72417s
100,15,12,0.20000,0.97000,15,0.83607,0.85938,0.63953,0.73333,52.66929s,13,0.83444,0.90000,0.55102,0.68354,44.19200s,19,0.94737,1.00000,0.83333,0.90909,22.68195s
100,15,12,0.20000,0.98000,22,0.85246,0.86765,0.68605,0.76623,53.16761s,17,0.84768,0.84211,0.65306,0.73563,45.48526s,19,0.94737,1.00000,0.83333,0.90909,22.24292s
100,15,12,0.20000,0.99000,25,0.87705,0.88889,0.74419,0.81013,54.15715s,17,0.86093,0.85000,0.69388,0.76404,46.16183s,22,1.00000,1.00000,1.00000,1.00000,22.63512s
100,15,12,0.50000,0.97000,15,0.84426,0.86364,0.66279,0.75000,50.14097s,9,0.78146,0.69048,0.59184,0.63736,42.63969s,18,0.94737,1.00000,0.83333,0.90909,22.87436s
100,15,12,0.50000,0.98000,18,0.84016,0.82192,0.69767,0.75472,53.49988s,12,0.85430,0.86486,0.65306,0.74419,43.68619s,18,0.94737,1.00000,0.83333,0.90909,22.58848s
100,15,12,0.50000,0.99000,17,0.83607,0.80263,0.70930,0.75309,53.35605s,19,0.84106,0.82051,0.65306,0.72727,45.36045s,17,0.94737,1.00000,0.83333,0.90909,22.47195s
100,15,15,0.00000,0.97000,28,0.87705,0.91176,0.72093,0.80519,81.35500s,23,0.86093,0.85000,0.69388,0.76404,69.46500s,22,1.00000,1.00000,1.00000,1.00000,35.21847s
100,15,15,0.00000,0.98000,29,0.87705,0.91176,0.72093,0.80519,81.85195s,26,0.86093,0.85000,0.69388,0.76404,69.91295s,22,1.00000,1.00000,1.00000,1.00000,35.49292s
100,15,15,0.00000,0.99000,29,0.87705,0.91176,0.72093,0.80519,82.20558s,29,0.86755,0.85366,0.71429,0.77778,69.94048s,22,1.00000,1.00000,1.00000,1.00000,35.73547s
100,15,15,0.20000,0.97000,15,0.83607,0.85938,0.63953,0.73333,81.23283s,13,0.83444,0.90000,0.55102,0.68354,68.37627s,19,0.94737,1.00000,0.83333,0.90909,35.59974s
100,15,15,0.20000,0.98000,22,0.85246,0.86765,0.68605,0.76623,81.20101s,17,0.84768,0.84211,0.65306,0.73563,69.62692s,19,0.94737,1.00000,0.83333,0.90909,34.58535s
100,15,15,0.20000,0.99000,25,0.87705,0.88889,0.74419,0.81013,81.99488s,17,0.86093,0.85000,0.69388,0.76404,70.14756s,22,1.00000,1.00000,1.00000,1.00000,34.99106s
100,15,15,0.50000,0.97000,15,0.84426,0.86364,0.66279,0.75000,78.68533s,9,0.78146,0.69048,0.59184,0.63736,66.59610s,18,0.94737,1.00000,0.83333,0.90909,35.29069s
100,15,15,0.50000,0.98000,18,0.84016,0.82192,0.69767,0.75472,82.14388s,12,0.85430,0.86486,0.65306,0.74419,68.18441s,18,0.94737,1.00000,0.83333,0.90909,35.38056s
100,15,15,0.50000,0.99000,17,0.83607,0.80263,0.70930,0.75309,82.06752s,19,0.84106,0.82051,0.65306,0.72727,70.16166s,16,0.94737,1.00000,0.83333,0.90909,35.77721s
100,15,18,0.00000,0.97000,28,0.87705,0.90000,0.73256,0.80769,116.55130s,23,0.86093,0.85000,0.69388,0.76404,99.47935s,22,1.00000,1.00000,1.00000,1.00000,51.06100s
100,15,18,0.00000,0.98000,29,0.87705,0.90000,0.73256,0.80769,118.09233s,26,0.86093,0.85000,0.69388,0.76404,100.49077s,22,1.00000,1.00000,1.00000,1.00000,51.56647s
100,15,18,0.00000,0.99000,30,0.87705,0.91176,0.72093,0.80519,115.73152s,29,0.86755,0.85366,0.71429,0.77778,98.63185s,22,1.00000,1.00000,1.00000,1.00000,50.31544s
100,15,18,0.20000,0.97000,15,0.83607,0.85938,0.63953,0.73333,115.04849s,13,0.83444,0.90000,0.55102,0.68354,98.04000s,19,0.94737,1.00000,0.83333,0.90909,50.45929s
100,15,18,0.20000,0.98000,22,0.85246,0.86765,0.68605,0.76623,116.13409s,17,0.84768,0.84211,0.65306,0.73563,99.34060s,19,0.94737,1.00000,0.83333,0.90909,50.42271s
100,15,18,0.20000,0.99000,25,0.87705,0.88889,0.74419,0.81013,116.91096s,17,0.86093,0.85000,0.69388,0.76404,100.42026s,22,1.00000,1.00000,1.00000,1.00000,50.70148s
100,15,18,0.50000,0.97000,15,0.84426,0.86364,0.66279,0.75000,114.03734s,9,0.78146,0.69048,0.59184,0.63736,97.19612s,18,0.94737,1.00000,0.83333,0.90909,51.48386s
100,15,18,0.50000,0.98000,18,0.84016,0.82192,0.69767,0.75472,115.20296s,12,0.85430,0.86486,0.65306,0.74419,97.18836s,18,0.94737,1.00000,0.83333,0.90909,50.54233s
100,15,18,0.50000,0.99000,17,0.83607,0.80263,0.70930,0.75309,116.69809s,19,0.84106,0.82051,0.65306,0.72727,100.13681s,17,0.94737,1.00000,0.83333,0.90909,51.11547s
100,20,3,0.00000,0.97000,27,0.87705,0.90000,0.73256,0.80769,10.98371s,23,0.85430,0.84615,0.67347,0.75000,8.84842s,22,1.00000,1.00000,1.00000,1.00000,3.02365s
100,20,3,0.00000,0.98000,28,0.87705,0.90000,0.73256,0.80769,11.05272s,28,0.86755,0.85366,0.71429,0.77778,9.11630s,22,1.00000,1.00000,1.00000,1.00000,3.05321s
100,20,3,0.00000,0.99000,30,0.87705,0.90000,0.73256,0.80769,11.15529s,31,0.86755,0.85366,0.71429,0.77778,10.02056s,22,1.00000,1.00000,1.00000,1.00000,3.32111s
100,20,3,0.20000,0.97000,15,0.83607,0.85938,0.63953,0.73333,9.64354s,13,0.83444,0.90000,0.55102,0.68354,6.27055s,17,0.94737,1.00000,0.83333,0.90909,2.96454s
100,20,3,0.20000,0.98000,23,0.86885,0.88571,0.72093,0.79487,11.06110s,17,0.84768,0.84211,0.65306,0.73563,9.08509s,18,0.94737,1.00000,0.83333,0.90909,2.86498s
100,20,3,0.20000,0.99000,25,0.87705,0.88889,0.74419,0.81013,11.23525s,17,0.86093,0.85000,0.69388,0.76404,9.05060s,22,1.00000,1.00000,1.00000,1.00000,2.96609s
100,20,3,0.50000,0.97000,15,0.84426,0.86364,0.66279,0.75000,6.57608s,9,0.78146,0.69048,0.59184,0.63736,4.33240s,19,0.94737,1.00000,0.83333,0.90909,2.92364s
100,20,3,0.50000,0.98000,17,0.84426,0.85294,0.67442,0.75325,10.89665s,12,0.85430,0.86486,0.65306,0.74419,6.07771s,18,0.94737,1.00000,0.83333,0.90909,2.95711s
100,20,3,0.50000,0.99000,17,0.83607,0.80263,0.70930,0.75309,11.09656s,19,0.84106,0.82051,0.65306,0.72727,9.01491s,16,0.94737,1.00000,0.83333,0.90909,2.92610s
100,20,6,0.00000,0.97000,29,0.87705,0.91176,0.72093,0.80519,22.65177s,23,0.86093,0.85000,0.69388,0.76404,19.14305s,22,1.00000,1.00000,1.00000,1.00000,8.22480s
100,20,6,0.00000,0.98000,30,0.87705,0.91176,0.72093,0.80519,23.06455s,26,0.86093,0.85000,0.69388,0.76404,19.40701s,22,1.00000,1.00000,1.00000,1.00000,8.39050s
100,20,6,0.00000,0.99000,30,0.87705,0.91176,0.72093,0.80519,23.00591s,29,0.86755,0.85366,0.71429,0.77778,19.43914s,22,1.00000,1.00000,1.00000,1.00000,8.34766s
100,20,6,0.20000,0.97000,15,0.83607,0.85938,0.63953,0.73333,21.76178s,13,0.83444,0.90000,0.55102,0.68354,16.52511s,19,0.94737,1.00000,0.83333,0.90909,8.21755s
100,20,6,0.20000,0.98000,22,0.85246,0.86765,0.68605,0.76623,22.87969s,17,0.84768,0.84211,0.65306,0.73563,20.16836s,19,0.94737,1.00000,0.83333,0.90909,8.27953s
100,20,6,0.20000,0.99000,25,0.87705,0.88889,0.74419,0.81013,23.73317s,17,0.86093,0.85000,0.69388,0.76404,19.30312s,22,1.00000,1.00000,1.00000,1.00000,8.14956s
100,20,6,0.50000,0.97000,15,0.84426,0.86364,0.66279,0.75000,17.38683s,9,0.78146,0.69048,0.59184,0.63736,14.19279s,18,0.94737,1.00000,0.83333,0.90909,7.83922s
100,20,6,0.50000,0.98000,18,0.84016,0.82192,0.69767,0.75472,23.01806s,12,0.85430,0.86486,0.65306,0.74419,16.50546s,18,0.94737,1.00000,0.83333,0.90909,8.21163s
100,20,6,0.50000,0.99000,17,0.83607,0.80263,0.70930,0.75309,23.06285s,19,0.84106,0.82051,0.65306,0.72727,19.33797s,16,0.94737,1.00000,0.83333,0.90909,8.26333s
100,20,9,0.00000,0.97000,28,0.87705,0.90000,0.73256,0.80769,50.67211s,23,0.86093,0.85000,0.69388,0.76404,41.04208s,22,1.00000,1.00000,1.00000,1.00000,17.00762s
100,20,9,0.00000,0.98000,29,0.87705,0.91176,0.72093,0.80519,51.07155s,26,0.86093,0.85000,0.69388,0.76404,40.68193s,22,1.00000,1.00000,1.00000,1.00000,16.21992s
100,20,9,0.00000,0.99000,29,0.87705,0.91176,0.72093,0.80519,49.79856s,29,0.86755,0.85366,0.71429,0.77778,39.22998s,23,1.00000,1.00000,1.00000,1.00000,16.37407s
100,20,9,0.20000,0.97000,15,0.83607,0.85938,0.63953,0.73333,42.95698s,13,0.83444,0.90000,0.55102,0.68354,36.56224s,19,0.94737,1.00000,0.83333,0.90909,17.28356s
100,20,9,0.20000,0.98000,22,0.85246,0.86765,0.68605,0.76623,44.04196s,17,0.84768,0.84211,0.65306,0.73563,37.23623s,19,0.94737,1.00000,0.83333,0.90909,17.00591s
100,20,9,0.20000,0.99000,25,0.87705,0.88889,0.74419,0.81013,43.66915s,17,0.86093,0.85000,0.69388,0.76404,36.97772s,22,1.00000,1.00000,1.00000,1.00000,17.43742s
100,20,9,0.50000,0.97000,15,0.84426,0.86364,0.66279,0.75000,38.70492s,9,0.78146,0.69048,0.59184,0.63736,32.28299s,18,0.94737,1.00000,0.83333,0.90909,17.41576s
100,20,9,0.50000,0.98000,18,0.84016,0.82192,0.69767,0.75472,43.65982s,12,0.85430,0.86486,0.65306,0.74419,34.14649s,18,0.94737,1.00000,0.83333,0.90909,17.65607s
100,20,9,0.50000,0.99000,17,0.83607,0.80263,0.70930,0.75309,43.25500s,19,0.84106,0.82051,0.65306,0.72727,36.71239s,16,0.94737,1.00000,0.83333,0.90909,17.27560s
100,20,12,0.00000,0.97000,29,0.87705,0.91176,0.72093,0.80519,73.00653s,23,0.86093,0.85000,0.69388,0.76404,62.64554s,22,1.00000,1.00000,1.00000,1.00000,31.06657s
100,20,12,0.00000,0.98000,29,0.87705,0.90000,0.73256,0.80769,72.66160s,26,0.86093,0.85000,0.69388,0.76404,61.77267s,22,1.00000,1.00000,1.00000,1.00000,30.53094s
