Q,I,K,lambda,C,#1num_cols,#1accuracy,#1precision,#1recall,#1f-score,#1time,#2num_cols,#2accuracy,#2precision,#2recall,#2f-score,#2time,#3num_cols,#3accuracy,#3precision,#3recall,#3f-score,#3time
150,15,15,0.00000,0.92500,24,0.84836,0.87692,0.66279,0.75497,340.40518s,23,0.82781,0.82857,0.59184,0.69048,295.59442s,39,1.00000,1.00000,1.00000,1.00000,132.98686s
150,15,15,0.00000,0.97500,57,0.89754,0.89610,0.80233,0.84663,371.01562s,57,0.89404,0.88372,0.77551,0.82609,321.07146s,43,1.00000,1.00000,1.00000,1.00000,135.34210s
150,15,15,0.20000,0.87500,6,0.79508,0.83333,0.52326,0.64286,325.85725s,2,0.67550,-nan,0.00000,-nan,284.19096s,17,0.94737,0.85714,1.00000,0.92308,131.24674s
150,15,15,0.20000,0.92500,14,0.81967,0.77632,0.68605,0.72840,323.04510s,7,0.75497,0.65000,0.53061,0.58427,281.04465s,32,1.00000,1.00000,1.00000,1.00000,131.95631s
150,15,15,0.20000,0.97500,35,0.89344,0.94118,0.74419,0.83117,353.51720s,34,0.84768,0.86111,0.63265,0.72941,307.44890s,40,1.00000,1.00000,1.00000,1.00000,134.27794s
150,15,15,0.50000,0.87500,2,0.64754,-nan,0.00000,-nan,319.25158s,2,0.67550,-nan,0.00000,-nan,277.96101s,14,0.89474,0.83333,0.83333,0.83333,128.31609s
150,15,15,0.50000,0.92500,8,0.81557,0.84746,0.58140,0.68966,322.25975s,2,0.67550,-nan,0.00000,-nan,279.22151s,17,1.00000,1.00000,1.00000,1.00000,129.85649s
150,15,15,0.50000,0.97500,23,0.85656,0.89231,0.67442,0.76821,337.26079s,18,0.83444,0.81579,0.63265,0.71264,286.09412s,29,1.00000,1.00000,1.00000,1.00000,133.37627s
150,15,18,0.00000,0.87500,10,0.79918,0.81356,0.55814,0.66207,489.93698s,8,0.74834,0.65714,0.46939,0.54762,428.30802s,30,1.00000,1.00000,1.00000,1.00000,187.60235s
150,15,18,0.00000,0.92500,24,0.84836,0.87692,0.66279,0.75497,494.47465s,23,0.82781,0.82857,0.59184,0.69048,430.27835s,40,1.00000,1.00000,1.00000,1.00000,194.38576s
150,15,18,0.00000,0.97500,57,0.89754,0.89610,0.80233,0.84663,513.05525s,57,0.89404,0.88372,0.77551,0.82609,447.33272s,43,1.00000,1.00000,1.00000,1.00000,192.47178s
150,15,18,0.20000,0.87500,6,0.79508,0.83333,0.52326,0.64286,469.96514s,2,0.67550,-nan,0.00000,-nan,410.47089s,17,0.94737,0.85714,1.00000,0.92308,189.07875s
150,15,18,0.20000,0.92500,14,0.81967,0.77632,0.68605,0.72840,467.26832s,7,0.75497,0.65000,0.53061,0.58427,404.13096s,32,1.00000,1.00000,1.00000,1.00000,188.72379s
150,15,18,0.20000,0.97500,35,0.89344,0.94118,0.74419,0.83117,499.77185s,34,0.84768,0.86111,0.63265,0.72941,433.59290s,40,1.00000,1.00000,1.00000,1.00000,193.05032s
150,15,18,0.50000,0.87500,2,0.64754,-nan,0.00000,-nan,464.96075s,2,0.67550,-nan,0.00000,-nan,405.27845s,14,0.89474,0.83333,0.83333,0.83333,186.31238s
150,15,18,0.50000,0.92500,8,0.81557,0.84746,0.58140,0.68966,470.10582s,2,0.67550,-nan,0.00000,-nan,408.46933s,17,1.00000,1.00000,1.00000,1.00000,191.23886s
150,15,18,0.50000,0.97500,23,0.85656,0.89231,0.67442,0.76821,480.56115s,18,0.83444,0.81579,0.63265,0.71264,411.48213s,30,1.00000,1.00000,1.00000,1.00000,191.92739s
150,20,3,0.00000,0.87500,10,0.79918,0.81356,0.55814,0.66207,20.70876s,8,0.74834,0.65714,0.46939,0.54762,17.93473s,33,1.00000,1.00000,1.00000,1.00000,12.11884s
150,20,3,0.00000,0.92500,24,0.84836,0.87692,0.66279,0.75497,25.67327s,23,0.82781,0.82857,0.59184,0.69048,22.16140s,42,1.00000,1.00000,1.00000,1.00000,14.62515s
150,20,3,0.00000,0.97500,61,0.89754,0.89610,0.80233,0.84663,79.75738s,55,0.89404,0.88372,0.77551,0.82609,65.92727s,44,1.00000,1.00000,1.00000,1.00000,14.62716s
150,20,3,0.20000,0.87500,6,0.79508,0.83333,0.52326,0.64286,19.69478s,2,0.67550,-nan,0.00000,-nan,16.61454s,18,1.00000,1.00000,1.00000,1.00000,10.33177s
150,20,3,0.20000,0.92500,14,0.81967,0.77632,0.68605,0.72840,21.11914s,7,0.75497,0.65000,0.53061,0.58427,17.27744s,31,1.00000,1.00000,1.00000,1.00000,13.11815s
150,20,3,0.20000,0.97500,35,0.89344,0.94118,0.74419,0.83117,63.16197s,34,0.84768,0.86111,0.63265,0.72941,51.94961s,40,1.00000,1.00000,1.00000,1.00000,13.92697s
150,20,3,0.50000,0.87500,2,0.64754,-nan,0.00000,-nan,18.32486s,2,0.67550,-nan,0.00000,-nan,15.70141s,12,0.89474,1.00000,0.66667,0.80000,9.62033s
150,20,3,0.50000,0.92500,8,0.81557,0.84746,0.58140,0.68966,19.63662s,2,0.67550,-nan,0.00000,-nan,16.31786s,19,0.94737,1.00000,0.83333,0.90909,11.56513s
150,20,3,0.50000,0.97500,23,0.85656,0.89231,0.67442,0.76821,38.73675s,18,0.83444,0.81579,0.63265,0.71264,22.23249s,28,1.00000,1.00000,1.00000,1.00000,13.78287s
150,20,6,0.00000,0.87500,10,0.79918,0.81356,0.55814,0.66207,73.19311s,8,0.74834,0.65714,0.46939,0.54762,63.66141s,30,1.00000,1.00000,1.00000,1.00000,31.25725s
150,20,6,0.00000,0.92500,24,0.84836,0.87692,0.66279,0.75497,76.66880s,23,0.82781,0.82857,0.59184,0.69048,67.23320s,45,1.00000,1.00000,1.00000,1.00000,34.52328s
150,20,6,0.00000,0.97500,56,0.89754,0.89610,0.80233,0.84663,128.40534s,56,0.89404,0.88372,0.77551,0.82609,108.81949s,43,1.00000,1.00000,1.00000,1.00000,34.36507s
150,20,6,0.20000,0.87500,6,0.79508,0.83333,0.52326,0.64286,68.57756s,2,0.67550,-nan,0.00000,-nan,59.53173s,17,0.94737,0.85714,1.00000,0.92308,29.66223s
150,20,6,0.20000,0.92500,14,0.81967,0.77632,0.68605,0.72840,69.67839s,7,0.75497,0.65000,0.53061,0.58427,59.86632s,32,1.00000,1.00000,1.00000,1.00000,32.63043s
150,20,6,0.20000,0.97500,35,0.89344,0.94118,0.74419,0.83117,111.88830s,34,0.84768,0.86111,0.63265,0.72941,94.89803s,40,1.00000,1.00000,1.00000,1.00000,33.57799s
150,20,6,0.50000,0.87500,2,0.64754,-nan,0.00000,-nan,68.68990s,2,0.67550,-nan,0.00000,-nan,59.92225s,13,0.84211,0.80000,0.66667,0.72727,29.77229s
150,20,6,0.50000,0.92500,8,0.81557,0.84746,0.58140,0.68966,69.28891s,2,0.67550,-nan,0.00000,-nan,59.64925s,17,1.00000,1.00000,1.00000,1.00000,31.36075s
150,20,6,0.50000,0.97500,23,0.85656,0.89231,0.67442,0.76821,87.12474s,18,0.83444,0.81579,0.63265,0.71264,64.39774s,29,1.00000,1.00000,1.00000,1.00000,33.16843s
150,20,9,0.00000,0.87500,10,0.79918,0.81356,0.55814,0.66207,165.31979s,8,0.74834,0.65714,0.46939,0.54762,143.98476s,32,1.00000,1.00000,1.00000,1.00000,65.68378s
150,20,9,0.00000,0.92500,24,0.84836,0.87692,0.66279,0.75497,167.30430s,23,0.82781,0.82857,0.59184,0.69048,146.11630s,44,1.00000,1.00000,1.00000,1.00000,68.99743s
150,20,9,0.00000,0.97500,56,0.89754,0.89610,0.80233,0.84663,212.22024s,57,0.89404,0.88372,0.77551,0.82609,184.58742s,43,1.00000,1.00000,1.00000,1.00000,68.86201s
150,20,9,0.20000,0.87500,6,0.79508,0.83333,0.52326,0.64286,155.11188s,2,0.67550,-nan,0.00000,-nan,135.65243s,17,0.94737,0.85714,1.00000,0.92308,63.95241s
150,20,9,0.20000,0.92500,14,0.81967,0.77632,0.68605,0.72840,156.82233s,7,0.75497,0.65000,0.53061,0.58427,136.35033s,32,1.00000,1.00000,1.00000,1.00000,67.20719s
150,20,9,0.20000,0.97500,35,0.89344,0.94118,0.74419,0.83117,196.95309s,34,0.84768,0.86111,0.63265,0.72941,169.59680s,40,1.00000,1.00000,1.00000,1.00000,67.60602s
150,20,9,0.50000,0.87500,2,0.64754,-nan,0.00000,-nan,154.19755s,2,0.67550,-nan,0.00000,-nan,135.04858s,13,0.84211,0.80000,0.66667,0.72727,63.45076s
150,20,9,0.50000,0.92500,8,0.81557,0.84746,0.58140,0.68966,155.28030s,2,0.67550,-nan,0.00000,-nan,134.31237s,17,1.00000,1.00000,1.00000,1.00000,65.36926s
150,20,9,0.50000,0.97500,23,0.85656,0.89231,0.67442,0.76821,173.54208s,18,0.83444,0.81579,0.63265,0.71264,139.55549s,28,1.00000,1.00000,1.00000,1.00000,67.73533s
150,20,12,0.00000,0.87500,10,0.79918,0.81356,0.55814,0.66207,287.06962s,8,0.74834,0.65714,0.46939,0.54762,250.59670s,31,1.00000,1.00000,1.00000,1.00000,113.72366s
150,20,12,0.00000,0.92500,24,0.84836,0.87692,0.66279,0.75497,293.34149s,23,0.82781,0.82857,0.59184,0.69048,254.91426s,38,1.00000,1.00000,1.00000,1.00000,117.42878s
150,20,12,0.00000,0.97500,57,0.89754,0.89610,0.80233,0.84663,335.30877s,56,0.89404,0.88372,0.77551,0.82609,289.87364s,43,1.00000,1.00000,1.00000,1.00000,118.52727s
150,20,12,0.20000,0.87500,6,0.79508,0.83333,0.52326,0.64286,281.04009s,2,0.67550,-nan,0.00000,-nan,245.01331s,18,0.94737,0.85714,1.00000,0.92308,114.46313s
150,20,12,0.20000,0.92500,14,0.81967,0.77632,0.68605,0.72840,280.53687s,7,0.75497,0.65000,0.53061,0.58427,244.57858s,32,1.00000,1.00000,1.00000,1.00000,117.78018s
150,20,12,0.20000,0.97500,35,0.89344,0.94118,0.74419,0.83117,320.27241s,34,0.84768,0.86111,0.63265,0.72941,276.59719s,40,1.00000,1.00000,1.00000,1.00000,116.34267s
150,20,12,0.50000,0.87500,2,0.64754,-nan,0.00000,-nan,277.71202s,2,0.67550,-nan,0.00000,-nan,241.24787s,13,0.84211,0.80000,0.66667,0.72727,112.07826s
150,20,12,0.50000,0.92500,8,0.81557,0.84746,0.58140,0.68966,280.83606s,2,0.67550,-nan,0.00000,-nan,245.53721s,17,1.00000,1.00000,1.00000,1.00000,116.30615s
150,20,12,0.50000,0.97500,23,0.85656,0.89231,0.67442,0.76821,297.47294s,18,0.83444,0.81579,0.63265,0.71264,248.54760s,29,1.00000,1.00000,1.00000,1.00000,117.25378s
150,20,15,0.00000,0.87500,10,0.79918,0.81356,0.55814,0.66207,459.09345s,8,0.74834,0.65714,0.46939,0.54762,398.42145s,31,1.00000,1.00000,1.00000,1.00000,177.98224s
150,20,15,0.00000,0.92500,24,0.84836,0.87692,0.66279,0.75497,463.01914s,23,0.82781,0.82857,0.59184,0.69048,400.81153s,39,1.00000,1.00000,1.00000,1.00000,180.49276s
150,20,15,0.00000,0.97500,57,0.89754,0.89610,0.80233,0.84663,494.45310s,57,0.89404,0.88372,0.77551,0.82609,427.56738s,43,1.00000,1.00000,1.00000,1.00000,181.93100s
150,20,15,0.20000,0.87500,6,0.79508,0.83333,0.52326,0.64286,441.23671s,2,0.67550,-nan,0.00000,-nan,385.04603s,17,0.94737,0.85714,1.00000,0.92308,178.82528s
150,20,15,0.20000,0.92500,14,0.81967,0.77632,0.68605,0.72840,443.50954s,7,0.75497,0.65000,0.53061,0.58427,386.83592s,32,1.00000,1.00000,1.00000,1.00000,183.35427s
150,20,15,0.20000,0.97500,35,0.89344,0.94118,0.74419,0.83117,485.95714s,34,0.84768,0.86111,0.63265,0.72941,420.22085s,40,1.00000,1.00000,1.00000,1.00000,182.55489s
150,20,15,0.50000,0.87500,2,0.64754,-nan,0.00000,-nan,441.65266s,2,0.67550,-nan,0.00000,-nan,385.79671s,14,0.89474,0.83333,0.83333,0.83333,179.34960s
150,20,15,0.50000,0.92500,8,0.81557,0.84746,0.58140,0.68966,436.48715s,2,0.67550,-nan,0.00000,-nan,380.05750s,17,1.00000,1.00000,1.00000,1.00000,177.41112s
150,20,15,0.50000,0.97500,23,0.85656,0.89231,0.67442,0.76821,453.19840s,18,0.83444,0.81579,0.63265,0.71264,384.19414s,29,1.00000,1.00000,1.00000,1.00000,180.58562s
150,20,18,0.00000,0.87500,10,0.79918,0.81356,0.55814,0.66207,668.41910s,8,0.74834,0.65714,0.46939,0.54762,582.67916s,30,1.00000,1.00000,1.00000,1.00000,259.30346s
150,20,18,0.00000,0.92500,24,0.84836,0.87692,0.66279,0.75497,674.27931s,23,0.82781,0.82857,0.59184,0.69048,584.88876s,40,1.00000,1.00000,1.00000,1.00000,263.22487s
150,20,18,0.00000,0.97500,56,0.89754,0.89610,0.80233,0.84663,687.41490s,57,0.89404,0.88372,0.77551,0.82609,597.05312s,43,1.00000,1.00000,1.00000,1.00000,258.24242s
150,20,18,0.20000,0.87500,6,0.79508,0.83333,0.52326,0.64286,637.33171s,2,0.67550,-nan,0.00000,-nan,560.94269s,17,0.94737,0.85714,1.00000,0.92308,255.31401s
150,20,18,0.20000,0.92500,14,0.81967,0.77632,0.68605,0.72840,634.37628s,7,0.75497,0.65000,0.53061,0.58427,553.19213s,32,1.00000,1.00000,1.00000,1.00000,258.38681s
150,20,18,0.20000,0.97500,35,0.89344,0.94118,0.74419,0.83117,679.40701s,34,0.84768,0.86111,0.63265,0.72941,591.86899s,40,1.00000,1.00000,1.00000,1.00000,261.58924s
150,20,18,0.50000,0.87500,2,0.64754,-nan,0.00000,-nan,629.87929s,2,0.67550,-nan,0.00000,-nan,550.55484s,14,0.89474,0.83333,0.83333,0.83333,251.86663s
150,20,18,0.50000,0.92500,8,0.81557,0.84746,0.58140,0.68966,630.82368s,2,0.67550,-nan,0.00000,-nan,550.38414s,17,1.00000,1.00000,1.00000,1.00000,252.80966s
150,20,18,0.50000,0.97500,23,0.85656,0.89231,0.67442,0.76821,658.64839s,18,0.83444,0.81579,0.63265,0.71264,563.42825s,30,1.00000,1.00000,1.00000,1.00000,257.89189s
200,10,3,0.00000,0.87500,10,0.79918,0.81356,0.55814,0.66207,13.30572s,8,0.74834,0.65714,0.46939,0.54762,11.31203s,33,1.00000,1.00000,1.00000,1.00000,8.04973s
200,10,3,0.00000,0.92500,24,0.84836,0.87692,0.66279,0.75497,16.26062s,23,0.82781,0.82857,0.59184,0.69048,14.02493s,40,1.00000,1.00000,1.00000,1.00000,10.17801s
200,10,3,0.00000,0.97500,65,0.90574,0.90909,0.81395,0.85890,67.19612s,57,0.89404,0.88372,0.77551,0.82609,56.21729s,47,1.00000,1.00000,1.00000,1.00000,10.95681s
200,10,3,0.20000,0.87500,6,0.79508,0.83333,0.52326,0.64286,12.55369s,2,0.67550,-nan,0.00000,-nan,10.58913s,20,0.94737,1.00000,0.83333,0.90909,6.67166s
200,10,3,0.20000,0.92500,14,0.81967,0.77632,0.68605,0.72840,13.53876s,7,0.75497,0.65000,0.53061,0.58427,11.02970s,29,1.00000,1.00000,1.00000,1.00000,9.26420s
200,10,3,0.20000,0.97500,35,0.89344,0.94118,0.74419,0.83117,49.34610s,37,0.84768,0.84211,0.65306,0.73563,39.43265s,41,1.00000,1.00000,1.00000,1.00000,9.86777s
200,10,3,0.50000,0.87500,2,0.64754,-nan,0.00000,-nan,12.04116s,2,0.67550,-nan,0.00000,-nan,10.46843s,13,0.94737,1.00000,0.83333,0.90909,6.29930s
200,10,3,0.50000,0.92500,8,0.81557,0.84746,0.58140,0.68966,12.52476s,2,0.67550,-nan,0.00000,-nan,10.41562s,19,1.00000,1.00000,1.00000,1.00000,7.67151s
200,10,3,0.50000,0.97500,23,0.85656,0.89231,0.67442,0.76821,24.02293s,18,0.83444,0.81579,0.63265,0.71264,13.93372s,28,1.00000,1.00000,1.00000,1.00000,9.55080s
200,10,6,0.00000,0.87500,10,0.79918,0.81356,0.55814,0.66207,46.22736s,8,0.74834,0.65714,0.46939,0.54762,39.75851s,32,1.00000,1.00000,1.00000,1.00000,20.24381s
200,10,6,0.00000,0.92500,24,0.84836,0.87692,0.66279,0.75497,49.25121s,23,0.82781,0.82857,0.59184,0.69048,43.41136s,48,1.00000,1.00000,1.00000,1.00000,22.98748s
200,10,6,0.00000,0.97500,63,0.90164,0.90789,0.80233,0.85185,99.32583s,56,0.89404,0.90244,0.75510,0.82222,87.71742s,46,1.00000,1.00000,1.00000,1.00000,23.02384s
200,10,6,0.20000,0.87500,6,0.79508,0.83333,0.52326,0.64286,48.15901s,2,0.67550,-nan,0.00000,-nan,39.77906s,19,1.00000,1.00000,1.00000,1.00000,18.38448s
200,10,6,0.20000,0.92500,14,0.81967,0.77632,0.68605,0.72840,48.30874s,7,0.75497,0.65000,0.53061,0.58427,39.99684s,29,1.00000,1.00000,1.00000,1.00000,22.17877s
200,10,6,0.20000,0.97500,35,0.89344,0.94118,0.74419,0.83117,93.82362s,37,0.84768,0.84211,0.65306,0.73563,74.56638s,41,1.00000,1.00000,1.00000,1.00000,23.72052s
200,10,6,0.50000,0.87500,2,0.64754,-nan,0.00000,-nan,46.88976s,2,0.67550,-nan,0.00000,-nan,38.85779s,13,0.94737,1.00000,0.83333,0.90909,17.84352s
200,10,6,0.50000,0.92500,8,0.81557,0.84746,0.58140,0.68966,46.61913s,2,0.67550,-nan,0.00000,-nan,38.60146s,19,1.00000,1.00000,1.00000,1.00000,20.38351s
200,10,6,0.50000,0.97500,23,0.85656,0.89231,0.67442,0.76821,64.05713s,18,0.83444,0.81579,0.63265,0.71264,43.81983s,28,1.00000,1.00000,1.00000,1.00000,23.79671s
200,10,9,0.00000,0.87500,10,0.79918,0.81356,0.55814,0.66207,114.58774s,8,0.74834,0.65714,0.46939,0.54762,92.29121s,32,1.00000,1.00000,1.00000,1.00000,39.84772s
200,10,9,0.00000,0.92500,24,0.84836,0.87692,0.66279,0.75497,114.83823s,23,0.82781,0.82857,0.59184,0.69048,97.81012s,42,1.00000,1.00000,1.00000,1.00000,44.18910s
200,10,9,0.00000,0.97500,62,0.90164,0.90789,0.80233,0.85185,175.33084s,56,0.89404,0.90244,0.75510,0.82222,151.94537s,46,1.00000,1.00000,1.00000,1.00000,45.04319s
200,10,9,0.20000,0.87500,6,0.79508,0.83333,0.52326,0.64286,106.77133s,2,0.67550,-nan,0.00000,-nan,89.68332s,19,1.00000,1.00000,1.00000,1.00000,38.18306s
200,10,9,0.20000,0.92500,14,0.81967,0.77632,0.68605,0.72840,110.78365s,7,0.75497,0.65000,0.53061,0.58427,89.99248s,31,1.00000,1.00000,1.00000,1.00000,42.74871s
200,10,9,0.20000,0.97500,35,0.89344,0.94118,0.74419,0.83117,153.20016s,37,0.84768,0.84211,0.65306,0.73563,131.19126s,41,1.00000,1.00000,1.00000,1.00000,44.39967s
200,10,9,0.50000,0.87500,2,0.64754,-nan,0.00000,-nan,105.96786s,2,0.67550,-nan,0.00000,-nan,89.29875s,13,0.94737,1.00000,0.83333,0.90909,38.46083s
200,10,9,0.50000,0.92500,8,0.81557,0.84746,0.58140,0.68966,106.34853s,2,0.67550,-nan,0.00000,-nan,88.71813s,18,1.00000,1.00000,1.00000,1.00000,41.12240s
200,10,9,0.50000,0.97500,23,0.85656,0.89231,0.67442,0.76821,126.52463s,18,0.83444,0.81579,0.63265,0.71264,93.50125s,28,1.00000,1.00000,1.00000,1.00000,43.88229s
200,10,12,0.00000,0.87500,10,0.79918,0.81356,0.55814,0.66207,201.95970s,8,0.74834,0.65714,0.46939,0.54762,169.31553s,32,1.00000,1.00000,1.00000,1.00000,69.72159s
200,10,12,0.00000,0.92500,24,0.84836,0.87692,0.66279,0.75497,206.28680s,23,0.82781,0.82857,0.59184,0.69048,172.27732s,44,1.00000,1.00000,1.00000,1.00000,75.10326s
200,10,12,0.00000,0.97500,62,0.90164,0.90789,0.80233,0.85185,268.14397s,56,0.89404,0.90244,0.75510,0.82222,219.85943s,46,1.00000,1.00000,1.00000,1.00000,74.00562s
200,10,12,0.20000,0.87500,6,0.79508,0.83333,0.52326,0.64286,191.23482s,2,0.67550,-nan,0.00000,-nan,161.23884s,19,1.00000,1.00000,1.00000,1.00000,71.68247s
200,10,12,0.20000,0.92500,14,0.81967,0.77632,0.68605,0.72840,195.27155s,7,0.75497,0.65000,0.53061,0.58427,163.60940s,31,1.00000,1.00000,1.00000,1.00000,75.35284s
200,10,12,0.20000,0.97500,35,0.89344,0.94118,0.74419,0.83117,243.82930s,37,0.84768,0.84211,0.65306,0.73563,187.90424s,41,1.00000,1.00000,1.00000,1.00000,75.54610s
200,10,12,0.50000,0.87500,2,0.64754,-nan,0.00000,-nan,175.39644s,2,0.67550,-nan,0.00000,-nan,153.18187s,13,0.94737,1.00000,0.83333,0.90909,71.68148s
200,10,12,0.50000,0.92500,8,0.81557,0.84746,0.58140,0.68966,176.82233s,2,0.67550,-nan,0.00000,-nan,153.48401s,18,1.00000,1.00000,1.00000,1.00000,73.07510s
200,10,12,0.50000,0.97500,23,0.85656,0.89231,0.67442,0.76821,188.09698s,18,0.83444,0.81579,0.63265,0.71264,156.80920s,28,1.00000,1.00000,1.00000,1.00000,75.17924s
200,10,15,0.00000,0.87500,10,0.79918,0.81356,0.55814,0.66207,291.60812s,8,0.74834,0.65714,0.46939,0.54762,253.98138s,32,1.00000,1.00000,1.00000,1.00000,113.82742s
200,10,15,0.00000,0.92500,24,0.84836,0.87692,0.66279,0.75497,292.17348s,23,0.82781,0.82857,0.59184,0.69048,255.50844s,44,1.00000,1.00000,1.00000,1.00000,117.23556s
200,10,15,0.00000,0.97500,62,0.90574,0.92000,0.80233,0.85714,329.87817s,56,0.89404,0.90244,0.75510,0.82222,286.90959s,46,1.00000,1.00000,1.00000,1.00000,107.13190s
200,10,15,0.20000,0.87500,6,0.79508,0.83333,0.52326,0.64286,277.27987s,2,0.67550,-nan,0.00000,-nan,242.06734s,19,1.00000,1.00000,1.00000,1.00000,111.97528s
200,10,15,0.20000,0.92500,14,0.81967,0.77632,0.68605,0.72840,277.27932s,7,0.75497,0.65000,0.53061,0.58427,242.02787s,31,1.00000,1.00000,1.00000,1.00000,114.22857s
200,10,15,0.20000,0.97500,35,0.89344,0.94118,0.74419,0.83117,312.07354s,37,0.84768,0.84211,0.65306,0.73563,269.69682s,41,1.00000,1.00000,1.00000,1.00000,115.33371s
200,10,15,0.50000,0.87500,2,0.64754,-nan,0.00000,-nan,275.02210s,2,0.67550,-nan,0.00000,-nan,240.32733s,13,0.94737,1.00000,0.83333,0.90909,110.91026s
200,10,15,0.50000,0.92500,8,0.81557,0.84746,0.58140,0.68966,277.87204s,2,0.67550,-nan,0.00000,-nan,242.05325s,19,1.00000,1.00000,1.00000,1.00000,113.99050s
200,10,15,0.50000,0.97500,23,0.85656,0.89231,0.67442,0.76821,286.75964s,18,0.83444,0.81579,0.63265,0.71264,243.05280s,29,1.00000,1.00000,1.00000,1.00000,114.14322s
200,10,18,0.00000,0.87500,10,0.79918,0.81356,0.55814,0.66207,417.93259s,8,0.74834,0.65714,0.46939,0.54762,362.93991s,32,1.00000,1.00000,1.00000,1.00000,159.13733s
200,10,18,0.00000,0.92500,24,0.84836,0.87692,0.66279,0.75497,413.45673s,23,0.82781,0.82857,0.59184,0.69048,361.91708s,44,1.00000,1.00000,1.00000,1.00000,162.49808s
200,10,18,0.00000,0.97500,63,0.90164,0.90789,0.80233,0.85185,454.67079s,56,0.89404,0.90244,0.75510,0.82222,394.62878s,46,1.00000,1.00000,1.00000,1.00000,166.61730s
200,10,18,0.20000,0.87500,6,0.79508,0.83333,0.52326,0.64286,398.12609s,2,0.67550,-nan,0.00000,-nan,347.24427s,19,1.00000,1.00000,1.00000,1.00000,160.53456s
200,10,18,0.20000,0.92500,14,0.81967,0.77632,0.68605,0.72840,401.20284s,7,0.75497,0.65000,0.53061,0.58427,349.18812s,31,1.00000,1.00000,1.00000,1.00000,164.16062s
200,10,18,0.20000,0.97500,35,0.89344,0.94118,0.74419,0.83117,431.27867s,37,0.84768,0.84211,0.65306,0.73563,372.82959s,41,1.00000,1.00000,1.00000,1.00000,162.84258s
200,10,18,0.50000,0.87500,2,0.64754,-nan,0.00000,-nan,396.91326s,2,0.67550,-nan,0.00000,-nan,345.78072s,13,0.94737,1.00000,0.83333,0.90909,159.62696s
200,10,18,0.50000,0.92500,8,0.81557,0.84746,0.58140,0.68966,393.23137s,2,0.67550,-nan,0.00000,-nan,342.51131s,18,1.00000,1.00000,1.00000,1.00000,159.15537s
200,10,18,0.50000,0.97500,23,0.85656,0.89231,0.67442,0.76821,404.40090s,18,0.83444,0.81579,0.63265,0.71264,345.57804s,30,1.00000,1.00000,1.00000,1.00000,161.48930s
200,15,3,0.00000,0.87500,10,0.79918,0.81356,0.55814,0.66207,20.36219s,8,0.74834,0.65714,0.46939,0.54762,17.54023s,33,1.00000,1.00000,1.00000,1.00000,12.52148s
200,15,3,0.00000,0.92500,24,0.84836,0.87692,0.66279,0.75497,25.03174s,23,0.82781,0.82857,0.59184,0.69048,21.34269s,40,1.00000,1.00000,1.00000,1.00000,15.48251s
200,15,3,0.00000,0.97500,65,0.90574,0.90909,0.81395,0.85890,94.93457s,57,0.89404,0.88372,0.77551,0.82609,77.21891s,47,1.00000,1.00000,1.00000,1.00000,16.02691s
200,15,3,0.20000,0.87500,6,0.79508,0.83333,0.52326,0.64286,19.09880s,2,0.67550,-nan,0.00000,-nan,16.05870s,20,0.94737,1.00000,0.83333,0.90909,10.13180s
200,15,3,0.20000,0.92500,14,0.81967,0.77632,0.68605,0.72840,20.35651s,7,0.75497,0.65000,0.53061,0.58427,16.57119s,29,1.00000,1.00000,1.00000,1.00000,14.02100s
200,15,3,0.20000,0.97500,35,0.89344,0.94118,0.74419,0.83117,75.77016s,37,0.84768,0.84211,0.65306,0.73563,60.47856s,41,1.00000,1.00000,1.00000,1.00000,15.09421s
200,15,3,0.50000,0.87500,2,0.64754,-nan,0.00000,-nan,18.46953s,2,0.67550,-nan,0.00000,-nan,16.08021s,13,0.94737,1.00000,0.83333,0.90909,9.76320s
200,15,3,0.50000,0.92500,8,0.81557,0.84746,0.58140,0.68966,19.35220s,2,0.67550,-nan,0.00000,-nan,16.07851s,19,1.00000,1.00000,1.00000,1.00000,11.92614s
200,15,3,0.50000,0.97500,23,0.85656,0.89231,0.67442,0.76821,37.73334s,18,0.83444,0.81579,0.63265,0.71264,21.77577s,28,1.00000,1.00000,1.00000,1.00000,15.05952s
200,15,6,0.00000,0.87500,10,0.79918,0.81356,0.55814,0.66207,70.86521s,8,0.74834,0.65714,0.46939,0.54762,61.62262s,32,1.00000,1.00000,1.00000,1.00000,31.05330s
200,15,6,0.00000,0.92500,24,0.84836,0.87692,0.66279,0.75497,74.16459s,23,0.82781,0.82857,0.59184,0.69048,65.20744s,48,1.00000,1.00000,1.00000,1.00000,34.99462s
200,15,6,0.00000,0.97500,63,0.90164,0.90789,0.80233,0.85185,141.18968s,56,0.89404,0.90244,0.75510,0.82222,119.59975s,46,1.00000,1.00000,1.00000,1.00000,33.15404s
200,15,6,0.20000,0.87500,6,0.79508,0.83333,0.52326,0.64286,66.93628s,2,0.67550,-nan,0.00000,-nan,58.03250s,19,1.00000,1.00000,1.00000,1.00000,29.16288s
200,15,6,0.20000,0.92500,14,0.81967,0.77632,0.68605,0.72840,68.29844s,7,0.75497,0.65000,0.53061,0.58427,58.57744s,29,1.00000,1.00000,1.00000,1.00000,33.36230s
200,15,6,0.20000,0.97500,35,0.89344,0.94118,0.74419,0.83117,123.77798s,37,0.84768,0.84211,0.65306,0.73563,102.10029s,41,1.00000,1.00000,1.00000,1.00000,34.04439s
