Q,I,K,lambda,C,#1num_cols,#1r2-score,#1time,#2num_cols,#2r2-score,#2time,#3num_cols,#3r2-score,#3time
100,20,6,0.00000,0.90000,16,0.35700,19.62410s,21,0.60623,19.08529s,25,1.00000,8.41621s
100,20,6,0.00000,0.95000,30,0.39466,23.14840s,29,0.66265,19.03522s,26,1.00000,8.37261s
100,20,6,0.00000,0.99000,34,0.40083,22.90739s,31,0.66577,19.05951s,25,1.00000,8.19666s
100,20,6,0.20000,0.90000,8,0.31842,17.75763s,17,0.57769,18.80593s,33,0.98838,8.54310s
100,20,6,0.20000,0.95000,25,0.37168,22.57518s,22,0.64077,18.88766s,29,0.98838,7.89151s
100,20,6,0.20000,0.99000,30,0.39440,22.83477s,25,0.64091,19.01423s,25,0.98838,8.10821s
100,20,6,0.50000,0.90000,5,0.28082,16.92540s,13,0.53562,16.62136s,17,0.86207,8.10966s
100,20,6,0.50000,0.95000,8,0.31643,19.78212s,22,0.54153,18.77446s,23,0.97191,8.16403s
100,20,6,0.50000,0.99000,24,0.38003,22.93605s,25,0.60429,19.12989s,29,0.97203,8.18591s
100,20,9,0.00000,0.90000,16,0.35700,40.74878s,21,0.61586,36.65625s,25,1.00000,17.75037s
100,20,9,0.00000,0.95000,30,0.39624,43.46319s,27,0.66264,36.45218s,26,1.00000,17.53802s
100,20,9,0.00000,0.99000,32,0.39851,43.57179s,31,0.66776,36.75180s,25,1.00000,17.57492s
100,20,9,0.20000,0.90000,8,0.31842,38.32376s,20,0.58476,35.93248s,32,0.98838,17.39844s
100,20,9,0.20000,0.95000,22,0.38089,42.95413s,22,0.64126,36.23361s,34,0.98839,17.44489s
100,20,9,0.20000,0.99000,30,0.39440,44.02023s,27,0.64083,36.68906s,29,0.98838,17.67672s
100,20,9,0.50000,0.90000,5,0.28082,37.70761s,13,0.53562,34.43333s,17,0.88172,17.66993s
100,20,9,0.50000,0.95000,8,0.31643,40.68319s,21,0.59340,36.62825s,23,0.97194,17.74336s
100,20,9,0.50000,0.99000,25,0.38439,43.12289s,23,0.60209,36.34035s,30,0.97194,17.29638s
100,20,12,0.00000,0.90000,16,0.35700,71.40646s,24,0.65794,61.53792s,25,1.00000,30.92030s
100,20,12,0.00000,0.95000,30,0.39629,72.43769s,28,0.66265,61.11852s,26,1.00000,30.56812s
100,20,12,0.00000,0.99000,32,0.39851,73.36040s,31,0.66776,62.15846s,25,1.00000,31.03888s
100,20,12,0.20000,0.90000,8,0.31842,67.60944s,19,0.57851,61.05547s,35,0.98838,30.45583s
100,20,12,0.20000,0.95000,20,0.38030,72.49138s,20,0.64018,61.88955s,31,0.98350,30.64954s
100,20,12,0.20000,0.99000,27,0.37253,72.40278s,25,0.64096,61.21802s,25,0.98839,30.05684s
100,20,12,0.50000,0.90000,5,0.28082,66.97227s,15,0.53810,59.58041s,16,0.82874,30.87291s
100,20,12,0.50000,0.95000,8,0.31643,70.16588s,20,0.58549,62.09627s,22,0.95960,30.97717s
100,20,12,0.50000,0.99000,22,0.37892,73.31061s,23,0.60209,62.43180s,33,0.96491,31.14619s
100,20,15,0.00000,0.90000,16,0.35700,110.37767s,22,0.61103,93.72559s,25,1.00000,47.63859s
100,20,15,0.00000,0.95000,28,0.39220,110.16530s,27,0.66264,93.25901s,26,1.00000,47.79102s
100,20,15,0.00000,0.99000,32,0.39851,110.81461s,31,0.66776,94.23623s,25,1.00000,47.71934s
100,20,15,0.20000,0.90000,8,0.31842,105.63811s,18,0.57984,93.19017s,29,0.98837,47.36630s
100,20,15,0.20000,0.95000,23,0.38014,110.13520s,21,0.59716,93.43648s,28,0.98335,47.33497s
100,20,15,0.20000,0.99000,28,0.37253,111.53183s,24,0.64093,94.35578s,28,0.98839,47.65646s
100,20,15,0.50000,0.90000,5,0.28082,106.10535s,15,0.53810,92.52389s,17,0.88172,48.28364s
100,20,15,0.50000,0.95000,8,0.31643,109.13294s,20,0.55198,94.80104s,22,0.97176,47.92069s
100,20,15,0.50000,0.99000,21,0.37891,111.18662s,25,0.60949,94.54125s,31,0.96505,47.66389s
100,20,18,0.00000,0.90000,16,0.35700,158.34802s,19,0.59826,134.38205s,25,1.00000,68.96709s
100,20,18,0.00000,0.95000,28,0.39220,158.12296s,29,0.66265,134.48128s,26,1.00000,68.60040s
100,20,18,0.00000,0.99000,32,0.39851,158.27284s,31,0.66776,134.77702s,25,1.00000,69.36222s
100,20,18,0.20000,0.90000,8,0.31842,154.11734s,20,0.58473,134.19325s,33,0.98335,68.84262s
100,20,18,0.20000,0.95000,25,0.37990,157.00254s,20,0.64010,134.26953s,34,0.98839,68.42315s
100,20,18,0.20000,0.99000,28,0.39373,157.41922s,24,0.64081,133.90426s,26,0.98838,67.94605s
100,20,18,0.50000,0.90000,5,0.28082,153.14593s,15,0.53810,133.20716s,16,0.82874,69.78344s
100,20,18,0.50000,0.95000,8,0.31643,153.69056s,21,0.54297,132.85985s,22,0.95874,67.96763s
100,20,18,0.50000,0.99000,27,0.38424,157.52975s,26,0.60248,135.07267s,30,0.96420,69.31044s
150,10,3,0.00000,0.90000,15,0.33401,4.12512s,27,0.65820,7.92420s,25,1.00000,2.37617s
150,10,3,0.00000,0.95000,29,0.39126,9.60852s,30,0.66962,8.20616s,26,1.00000,2.38813s
150,10,3,0.00000,0.99000,33,0.39895,10.56881s,33,0.67018,8.58455s,25,1.00000,2.49642s
150,10,3,0.20000,0.90000,7,0.30124,3.85370s,19,0.59342,6.47243s,21,0.97205,2.31346s
150,10,3,0.20000,0.95000,14,0.33395,6.35404s,26,0.64147,8.29578s,28,0.98818,2.26416s
150,10,3,0.20000,0.99000,30,0.39302,10.32174s,30,0.65305,8.31304s,31,0.98839,2.34387s
150,10,3,0.50000,0.90000,5,0.28082,3.43775s,11,0.53190,5.32031s,16,0.89086,2.22648s
150,10,3,0.50000,0.95000,7,0.29837,4.27112s,24,0.58435,8.13045s,20,0.94867,2.31806s
150,10,3,0.50000,0.99000,23,0.38162,10.05146s,23,0.60709,8.19697s,35,0.97203,2.48712s
150,10,6,0.00000,0.90000,16,0.35700,13.86894s,21,0.61336,15.05850s,25,1.00000,6.12456s
150,10,6,0.00000,0.95000,31,0.39629,18.73070s,29,0.66272,15.34971s,26,1.00000,6.18305s
150,10,6,0.00000,0.99000,32,0.39540,18.77174s,33,0.67018,15.62118s,25,1.00000,6.23998s
150,10,6,0.20000,0.90000,8,0.31842,12.47724s,19,0.59342,14.13310s,26,0.98838,5.81035s
150,10,6,0.20000,0.95000,23,0.38131,17.62272s,23,0.64156,15.42534s,30,0.98839,5.93733s
150,10,6,0.20000,0.99000,29,0.37352,18.60654s,26,0.65141,15.51077s,26,0.98838,5.94763s
150,10,6,0.50000,0.90000,5,0.28082,11.90140s,11,0.53190,12.20751s,17,0.88011,5.94940s
