Q,I,K,lambda,C,#1num_cols,#1r2-score,#1time,#2num_cols,#2r2-score,#2time,#3num_cols,#3r2-score,#3time
100,20,15,0.20000,0.95000,29,0.48341,200.84223s,34,0.66369,174.59374s,38,0.99440,66.94398s
100,20,15,0.20000,0.99000,42,0.49748,200.39953s,34,0.81766,175.43232s,40,0.99455,66.92854s
100,20,15,0.50000,0.90000,8,0.38775,187.81372s,13,0.57709,171.04910s,20,0.86764,67.21196s
100,20,15,0.50000,0.95000,27,0.46818,200.49091s,27,0.59633,173.54851s,41,0.94009,68.32172s
100,20,15,0.50000,0.99000,40,0.47899,200.82561s,34,0.75664,177.22476s,34,0.94461,67.94239s
100,20,18,0.00000,0.90000,21,0.45980,284.63798s,28,0.64809,249.62761s,32,1.00000,97.36780s
100,20,18,0.00000,0.95000,41,0.50374,283.80211s,50,0.89447,249.32499s,34,1.00000,96.24508s
100,20,18,0.00000,0.99000,45,0.50651,285.63043s,49,0.89678,252.40533s,34,1.00000,97.44653s
100,20,18,0.20000,0.90000,10,0.42129,279.45901s,27,0.64323,249.20201s,39,0.99388,96.42569s
100,20,18,0.20000,0.95000,28,0.48682,285.89951s,31,0.64157,249.52072s,40,0.99439,96.91844s
100,20,18,0.20000,0.99000,38,0.49742,286.00432s,40,0.82009,251.37237s,34,0.98976,96.51990s
100,20,18,0.50000,0.90000,8,0.38775,278.22857s,13,0.57709,249.58669s,20,0.86764,98.99485s
100,20,18,0.50000,0.95000,26,0.45669,283.95565s,26,0.59675,247.38367s,53,0.94497,95.87271s
100,20,18,0.50000,0.99000,39,0.47879,284.21587s,37,0.75862,250.81060s,46,0.96238,96.48778s
150,10,3,0.00000,0.90000,20,0.43915,8.93833s,32,0.88781,15.67199s,34,1.00000,4.35489s
150,10,3,0.00000,0.95000,39,0.50374,20.38389s,46,0.89236,15.81218s,34,1.00000,4.46784s
150,10,3,0.00000,0.99000,42,0.50500,20.65094s,47,0.89854,16.16683s,35,1.00000,4.44130s
150,10,3,0.20000,0.90000,9,0.40424,7.71144s,22,0.64471,11.49615s,43,0.98960,4.11455s
150,10,3,0.20000,0.95000,37,0.49608,19.00521s,28,0.64133,16.06380s,39,0.99437,4.20600s
150,10,3,0.20000,0.99000,41,0.48764,20.44746s,41,0.86411,15.90927s,36,0.99455,4.22581s
150,10,3,0.50000,0.90000,8,0.38775,6.86396s,12,0.57446,8.55763s,20,0.92899,3.59365s
150,10,3,0.50000,0.95000,14,0.40081,15.16871s,29,0.60771,15.85039s,46,0.97814,3.98176s
150,10,3,0.50000,0.99000,36,0.47890,19.66169s,36,0.77604,15.94021s,58,0.94640,4.18571s
150,10,6,0.00000,0.90000,21,0.45980,26.14533s,32,0.66094,29.40990s,34,1.00000,9.60955s
150,10,6,0.00000,0.95000,41,0.50415,35.60871s,47,0.89238,29.16354s,34,1.00000,9.67477s
150,10,6,0.00000,0.99000,44,0.50832,35.63765s,48,0.89767,29.69484s,35,1.00000,9.77888s
150,10,6,0.20000,0.90000,10,0.42129,24.12429s,21,0.63871,27.77949s,41,0.98958,9.38827s
150,10,6,0.20000,0.95000,33,0.49048,34.27456s,30,0.66014,29.64566s,38,0.99437,9.38839s
150,10,6,0.20000,0.99000,46,0.50153,36.17545s,37,0.81749,29.46690s,36,0.98305,9.57192s
150,10,6,0.50000,0.90000,8,0.38775,22.44419s,13,0.57534,22.52088s,19,0.80187,8.76028s
150,10,6,0.50000,0.95000,27,0.44599,32.19221s,29,0.59799,29.21464s,30,0.94430,9.14899s
150,10,6,0.50000,0.99000,37,0.47902,34.96829s,39,0.77629,29.24365s,45,0.94640,9.48346s
150,10,9,0.00000,0.90000,21,0.45980,53.35264s,35,0.82562,52.22166s,34,1.00000,18.77526s
150,10,9,0.00000,0.95000,40,0.50370,61.76132s,48,0.89247,53.20699s,34,1.00000,18.79657s
150,10,9,0.00000,0.99000,44,0.50583,61.77611s,48,0.89854,52.91877s,35,1.00000,19.00128s
150,10,9,0.20000,0.90000,10,0.42129,50.44350s,22,0.64117,50.01997s,45,0.99464,18.40117s
150,10,9,0.20000,0.95000,28,0.48493,60.31135s,36,0.64735,52.50982s,43,0.99437,18.44212s
150,10,9,0.20000,0.99000,45,0.49813,61.75195s,40,0.81915,52.76029s,36,0.99437,18.62077s
150,10,9,0.50000,0.90000,8,0.38775,48.66303s,13,0.57534,45.93173s,20,0.85936,17.93763s
150,10,9,0.50000,0.95000,30,0.47342,58.79108s,32,0.60166,52.80423s,37,0.96392,18.70745s
150,10,9,0.50000,0.99000,38,0.47902,62.07434s,39,0.77664,52.87223s,35,0.94463,18.79051s
150,10,12,0.00000,0.90000,21,0.45980,92.35291s,35,0.66436,85.81803s,34,1.00000,31.67056s
150,10,12,0.00000,0.95000,37,0.50329,99.20693s,47,0.89238,85.74719s,34,1.00000,31.64677s
150,10,12,0.00000,0.99000,44,0.50651,99.16743s,50,0.89766,85.55098s,35,1.00000,31.96086s
150,10,12,0.20000,0.90000,10,0.42129,88.15456s,22,0.64117,82.95669s,44,0.99464,31.17849s
150,10,12,0.20000,0.95000,32,0.48805,97.43454s,40,0.65637,85.73613s,43,0.99455,31.14175s
150,10,12,0.20000,0.99000,45,0.50469,100.21900s,40,0.86384,85.84976s,40,0.99437,32.03455s
150,10,12,0.50000,0.90000,8,0.38775,86.92749s,14,0.57775,79.55220s,19,0.80187,31.27204s
150,10,12,0.50000,0.95000,27,0.44805,96.67419s,28,0.59808,86.40848s,33,0.97612,31.75161s
150,10,12,0.50000,0.99000,39,0.47935,98.49232s,43,0.79296,85.02553s,44,0.97768,31.33847s
150,10,15,0.00000,0.90000,21,0.45980,143.68340s,35,0.85067,128.69732s,34,1.00000,49.06777s
150,10,15,0.00000,0.95000,40,0.50374,149.08664s,49,0.89236,129.52939s,34,1.00000,49.26698s
150,10,15,0.00000,0.99000,45,0.50888,146.98685s,49,0.89854,127.98106s,33,1.00000,48.15385s
150,10,15,0.20000,0.90000,10,0.42129,137.68366s,22,0.64117,126.49239s,39,0.98025,48.36124s
150,10,15,0.20000,0.95000,29,0.49213,148.51254s,36,0.65492,129.34471s,39,0.99437,49.40251s
150,10,15,0.20000,0.99000,46,0.50470,147.73505s,39,0.81838,127.63596s,36,0.99455,48.21201s
150,10,15,0.50000,0.90000,8,0.38775,135.99194s,14,0.57775,122.90772s,20,0.85936,48.51882s
150,10,15,0.50000,0.95000,30,0.46614,144.87030s,31,0.59634,128.34908s,30,0.94378,47.98222s
150,10,15,0.50000,0.99000,38,0.48263,147.45927s,39,0.79311,128.43553s,44,0.94655,48.43829s
150,10,18,0.00000,0.90000,21,0.45980,205.00881s,34,0.83060,180.16230s,34,1.00000,69.14899s
150,10,18,0.00000,0.95000,38,0.50370,209.28812s,50,0.89236,180.54520s,34,1.00000,69.21910s
150,10,18,0.00000,0.99000,46,0.50945,207.26333s,47,0.89568,180.20932s,35,1.00000,69.19684s
150,10,18,0.20000,0.90000,10,0.42129,197.87581s,22,0.64117,180.17673s,41,0.99465,69.43187s
150,10,18,0.20000,0.95000,29,0.48455,205.54405s,37,0.64240,180.96735s,44,0.99455,69.29275s
150,10,18,0.20000,0.99000,44,0.49810,208.85261s,42,0.86418,182.77468s,34,0.99437,70.26229s
150,10,18,0.50000,0.90000,8,0.38775,195.50209s,14,0.57775,176.01878s,20,0.85936,69.28050s
150,10,18,0.50000,0.95000,31,0.47418,207.07778s,35,0.61092,183.54201s,31,0.94222,69.37632s
150,10,18,0.50000,0.99000,41,0.48625,207.24663s,40,0.77658,181.52303s,36,0.94480,69.05379s
150,15,3,0.00000,0.90000,20,0.43915,13.86929s,35,0.88873,24.90005s,34,1.00000,6.90297s
150,15,3,0.00000,0.95000,39,0.49878,31.02480s,46,0.89217,24.36812s,34,1.00000,6.78450s
150,15,3,0.00000,0.99000,46,0.50740,31.42874s,48,0.89766,24.88935s,35,1.00000,6.77026s
150,15,3,0.20000,0.90000,9,0.40424,11.92125s,22,0.64471,18.17385s,43,0.98960,6.24733s
150,15,3,0.20000,0.95000,37,0.49608,29.75816s,28,0.64032,25.06370s,39,0.99437,6.26027s
150,15,3,0.20000,0.99000,49,0.50549,31.41272s,41,0.86411,24.55516s,37,0.99455,6.44553s
150,15,3,0.50000,0.90000,8,0.38775,10.61455s,12,0.57446,13.58851s,20,0.92899,5.94894s
150,15,3,0.50000,0.95000,14,0.40081,25.00640s,29,0.60771,24.77041s,51,0.94328,6.29214s
150,15,3,0.50000,0.99000,42,0.48334,30.99901s,37,0.77664,24.47887s,58,0.94640,6.34080s
150,15,6,0.00000,0.90000,21,0.45980,40.51367s,36,0.66791,45.67481s,34,1.00000,14.76742s
150,15,6,0.00000,0.95000,41,0.50414,54.93852s,44,0.89234,45.87277s,34,1.00000,14.77018s
150,15,6,0.00000,0.99000,47,0.50945,54.80785s,54,0.89854,57.94507s,35,1.00000,14.85988s
150,15,6,0.20000,0.90000,10,0.42129,37.54326s,21,0.63871,43.40701s,41,0.98958,14.24711s
150,15,6,0.20000,0.95000,33,0.49048,53.11327s,30,0.66014,45.69679s,38,0.99437,14.40986s
150,15,6,0.20000,0.99000,47,0.50305,54.92389s,46,0.86339,45.25016s,39,0.98305,14.53614s
150,15,6,0.50000,0.90000,8,0.38775,35.06352s,13,0.57534,35.42098s,19,0.80187,13.79873s
150,15,6,0.50000,0.95000,28,0.47135,51.46316s,32,0.60209,45.81005s,47,0.96524,14.39696s
150,15,6,0.50000,0.99000,39,0.47935,54.36090s,38,0.77027,45.46147s,48,0.94638,14.86258s
150,15,9,0.00000,0.90000,21,0.45980,82.82740s,38,0.88765,81.73137s,34,1.00000,29.06462s
150,15,9,0.00000,0.95000,42,0.50415,95.85635s,52,0.89238,93.78263s,34,1.00000,29.28843s
150,15,9,0.00000,0.99000,46,0.50716,94.79664s,52,0.89767,93.97724s,35,1.00000,28.78987s
150,15,9,0.20000,0.90000,10,0.42129,79.62152s,22,0.64117,79.33552s,45,0.99464,29.00765s
150,15,9,0.20000,0.95000,28,0.48493,94.06155s,36,0.64735,81.85401s,43,0.99437,28.81530s
150,15,9,0.20000,0.99000,46,0.50539,94.77744s,41,0.81736,81.92858s,39,0.99455,29.02082s
150,15,9,0.50000,0.90000,8,0.38775,75.98699s,13,0.57534,71.68073s,20,0.85936,27.97798s
150,15,9,0.50000,0.95000,30,0.47342,92.49246s,32,0.60166,82.14449s,52,0.96524,28.88245s
150,15,9,0.50000,0.99000,40,0.48310,95.46767s,39,0.77664,81.56479s,36,0.94463,28.92624s
150,15,12,0.00000,0.90000,21,0.45980,142.37273s,32,0.66316,132.01805s,34,1.00000,48.96230s
150,15,12,0.00000,0.95000,41,0.50378,154.85029s,50,0.89238,133.53640s,34,1.00000,49.89467s
150,15,12,0.00000,0.99000,50,0.51033,152.84778s,49,0.89767,132.54968s,35,1.00000,49.11302s
150,15,12,0.20000,0.90000,10,0.42129,136.71188s,22,0.64117,129.97924s,44,0.99464,48.22134s
150,15,12,0.20000,0.95000,30,0.48423,153.57268s,37,0.64734,133.33512s,43,0.99455,49.35659s
