Q,I,K,lambda,C,#1num_cols,#1r2-score,#1time,#2num_cols,#2r2-score,#2time,#3num_cols,#3r2-score,#3time
150,10,3,0.50000,0.99930,18,0.98809,1.21047s,58,0.98385,11.80985s,19,0.99953,1.05845s
150,10,3,0.50000,0.99950,18,0.98883,1.64188s,57,0.98781,11.74186s,25,1.00000,1.16870s
150,10,3,0.50000,0.99970,35,0.99992,2.03470s,58,0.98858,12.12618s,40,1.00000,1.84658s
150,10,6,0.00000,0.99930,22,1.00000,3.08142s,71,0.99165,47.72695s,4,0.83964,3.35961s
150,10,6,0.00000,0.99950,27,1.00000,3.63153s,71,0.99190,47.48370s,6,0.96341,3.45425s
150,10,6,0.00000,0.99970,37,1.00000,3.94479s,69,0.99191,48.34458s,15,1.00000,3.25884s
150,10,6,0.20000,0.99930,15,0.99453,2.63619s,69,0.99038,31.32089s,5,0.57104,3.10626s
150,10,6,0.20000,0.99950,21,0.99985,2.91371s,73,0.99030,31.47097s,10,0.98359,3.10956s
150,10,6,0.20000,0.99970,41,0.99999,3.47142s,62,0.98787,30.94165s,26,1.00000,3.22214s
150,10,6,0.50000,0.99930,19,0.98884,2.71846s,61,0.98689,31.44086s,20,0.99957,3.65933s
150,10,6,0.50000,0.99950,23,0.99997,3.12050s,66,0.98897,31.30973s,25,1.00000,3.25764s
150,10,6,0.50000,0.99970,42,0.99996,3.61399s,59,0.98838,31.28212s,66,1.00000,4.10318s
150,10,9,0.00000,0.99930,23,1.00000,5.81493s,77,0.99191,83.39707s,4,0.83964,6.98985s
150,10,9,0.00000,0.99950,28,1.00000,6.35606s,73,0.99191,82.95327s,5,0.96228,6.84210s
150,10,9,0.00000,0.99970,35,1.00000,6.51331s,72,0.99212,82.08149s,15,1.00000,6.92810s
150,10,9,0.20000,0.99930,15,0.99750,5.34741s,69,0.99055,65.59040s,5,0.57104,6.23740s
150,10,9,0.20000,0.99950,22,0.99995,5.56581s,74,0.99055,66.32577s,11,0.97783,6.48560s
150,10,9,0.20000,0.99970,41,0.99999,6.22012s,66,0.98792,65.18689s,27,1.00000,6.85046s
150,10,9,0.50000,0.99930,19,0.99952,5.52024s,58,0.98720,65.23583s,20,0.99982,6.33799s
150,10,9,0.50000,0.99950,22,0.99958,5.85760s,54,0.98758,65.14262s,25,1.00000,6.42433s
150,10,9,0.50000,0.99970,38,0.99996,6.31454s,51,0.98865,65.40883s,76,1.00000,7.81623s
150,10,12,0.00000,0.99930,24,1.00000,9.75348s,69,0.99155,130.20561s,4,0.83964,11.45247s
150,10,12,0.00000,0.99950,28,1.00000,10.35839s,70,0.99189,130.73924s,5,0.96228,12.26163s
150,10,12,0.00000,0.99970,37,1.00000,10.51850s,73,0.99212,130.43611s,15,1.00000,11.93874s
150,10,12,0.20000,0.99930,14,0.98105,9.18870s,73,0.99045,115.39817s,5,0.57104,11.34531s
150,10,12,0.20000,0.99950,23,0.99995,9.49927s,61,0.99043,113.07541s,9,0.97866,11.39621s
150,10,12,0.20000,0.99970,38,0.99999,10.16139s,64,0.98751,113.96950s,26,1.00000,11.43235s
150,10,12,0.50000,0.99930,21,0.99636,9.53111s,63,0.98671,112.62517s,22,0.99997,11.18480s
150,10,12,0.50000,0.99950,24,0.99995,9.75140s,55,0.98731,114.07860s,27,1.00000,11.09724s
150,10,12,0.50000,0.99970,40,0.99992,10.26740s,58,0.98841,114.32322s,66,1.00000,12.01838s
150,10,15,0.00000,0.99930,26,1.00000,14.67276s,68,0.99136,192.68173s,4,0.83964,17.59802s
150,10,15,0.00000,0.99950,32,1.00000,15.26758s,72,0.99190,195.33604s,6,0.96388,18.03745s
150,10,15,0.00000,0.99970,37,1.00000,15.25872s,70,0.99212,193.05708s,16,1.00000,17.89341s
150,10,15,0.20000,0.99930,17,0.99976,14.20588s,59,0.98947,176.16484s,5,0.57104,17.11886s
150,10,15,0.20000,0.99950,26,0.99999,14.55504s,60,0.98646,176.92128s,10,0.97805,17.15908s
150,10,15,0.20000,0.99970,40,0.99999,15.36421s,64,0.98619,176.57080s,27,1.00000,17.34913s
150,10,15,0.50000,0.99930,21,0.98828,14.45851s,49,0.97876,174.75752s,26,1.00000,17.65792s
150,10,15,0.50000,0.99950,23,0.99995,14.69449s,56,0.98746,176.54210s,28,1.00000,17.30551s
150,10,15,0.50000,0.99970,40,0.99996,15.39926s,61,0.98452,178.95633s,75,1.00000,18.61514s
150,10,18,0.00000,0.99930,27,1.00000,20.89287s,77,0.99190,272.70200s,4,0.83964,25.39372s
150,10,18,0.00000,0.99950,32,1.00000,21.27517s,69,0.99189,267.53358s,5,0.96228,25.90357s
150,10,18,0.00000,0.99970,36,1.00000,21.46146s,72,0.99212,269.08304s,15,1.00000,25.45835s
150,10,18,0.20000,0.99930,16,0.99995,20.38231s,62,0.99031,251.96973s,5,0.57104,24.72049s
150,10,18,0.20000,0.99950,24,0.99994,20.67854s,63,0.98592,252.95057s,10,0.97805,24.96805s
150,10,18,0.20000,0.99970,46,0.99999,21.40914s,65,0.98616,252.99065s,26,1.00000,24.95881s
